"","V22","V25","V26","V27","V28","V29"
"5749",0.02,0.08,-0.77,-0.38,-0.64,0.32
"5750",0.04,0.15,-0.82,-0.38,-0.3,0.3
"5754",0.3150098,0.4350098,1.17501,-0.6149902,0.3850098,0.7150098
"5762",0.2450195,0.7650195,0.5550195,0.5450195,0.5950195,0.8550195
"5763",-0.125,0.335,0.595,0.765,0.185,0.505
"5767",-0.02,0.26,0.93,-0.43,1.11,-0.31
"5773",0.27,0.7,0.5,-0.65,-0.01,-0.1
"5774",0.25,-1.35,0.2,-1.35,-0.1,-0.53
"5777",0.3,-0.06,-0.42,-0.38,0.12,0.04
"5778",0.155,0.625,-0.175,-0.785,0.425,-0.005
"5781",1.94931e-05,0.04001949,-0.1099805,-1.069981,-0.7299805,0.6900195
"5783",-0.045,-0.215,-0.965,-0.785,-0.135,0.625
"5784",0.715,0.255,-0.615,0.035,-0.065,0.305
"5788",0.08500977,-0.7049902,-0.8149902,-0.1249902,0.3150098,0.3650098
"5789",0.345,-0.775,0.135,0.355,-0.105,-0.145
"5791",0.6200195,0.2500195,1.080019,1.160019,1.810019,1.810019
"5793",0.8750098,-0.6149902,1.26501,0.1850098,0.7150098,-0.3949902
"5794",1.04999,-0.6200098,1.42999,0.09999023,0.6499902,-0.02000977
"5796",2.65499,-0.3550098,1.36499,1.47499,-0.9650098,0.8549902
"5797",0.8850195,-0.3149805,0.1550195,1.975019,1.725019,0.4850195
"5802",0.32,0.23,0.56,-0.2,-0.57,-0.49
"5803",1.37999,3.69999,-1.20001,-0.5400098,-1.92001,-0.9000098
"5815",1.18001,-0.6399902,-0.1499902,0.3300098,-0.4999902,-0.2399902
"5816",0.555,1.015,0.225,0.255,0.885,1.595
"5819",0.9675,-0.5825,-0.6425,-0.1025,0.1475,0.8675
"5820",2.795,-0.855,1.175,0.285,0.215,-0.055
"5821",2.955,-0.445,1.735,0.275,0.825,0.435
"5822",3.34499,-1.13501,1.98499,0.4349902,1.12499,0.5649902
"5824",3.165,0.675,1.695,0.245,0.915,0.295
"5832",1.08999,0.1199902,-0.8900098,-0.7300098,2.23999,-0.9900098
"5837",2.51498,1.21498,-0.3950195,-1.06502,1.27498,-1.06502
"5838",0.59,0.62,1,0.28,1.56,-2.26
"5844",1.64,-0.65,0.73,-0.48,-0.58,-0.21
"5847",1.335019,-0.3549805,-0.5449805,-0.9049805,-1.104981,0.1450195
"5849",2.11999,-0.3200098,1.48999,-0.9400098,-0.3200098,-0.3000098
"5850",0.8449902,-0.3150098,0.6149902,-0.8650098,-0.3750098,-0.3550098
"5851",0.025,-0.445,-0.125,0.455,0.785,0.565
"5852",-0.155,0.325,1.135,-0.175,0.735,0.425
"5853",-0.13,-0.3,1.5,-0.44,0.24,0.48
"5855",-0.025,-0.445,1.075,-0.475,0.215,0.265
"5859",0.495,-0.035,0.235,0.285,-0.135,1.205
"5861",0.22,-0.24,0.01,0.67,-0.1,1.58
"5862",0.08501949,-0.03498051,0.2350195,0.7550195,-0.3249805,1.985019
"5863",1.44499,-0.2650098,1.43499,-0.2550098,0.2149902,0.1049902
"5865",3.045,0.205,-0.205,-0.655,1.195,0.675
"5866",0.005,0.905,-0.565,-0.715,-0.555,-0.005
"5867",0.4049902,1.00499,-0.9050098,-0.6550098,-0.5950098,0.1449902
"5872",1.045,-0.835,2.585,0.035,-1.335,-1.155
"5875",0.9199902,-2.66001,0.7299902,2.56999,2.07999,1.35999
"5876",-1.22499,-0.4149902,-0.04499023,0.1050098,-0.5249902,1.03501
"5881",-0.6500195,0.5499805,0.7699805,-0.09001953,-0.2700195,0.3699805
"5885",0.57,-0.19,-0.33,0.84,0.79,0.17
"5887",0.3449902,-1.32501,0.7749902,-0.8850098,1.64499,-0.1850098
"5890",0.68,-0.47,1.63,-0.01,0.96,0.62
"5892",0.4800098,1.09001,1.64001,0.2900098,0.6100098,0.6400098
"5893",0.24,-0.23,0.35,0.41,0.19,1.75
"5895",1.035019,-0.1949805,1.025019,-0.1649805,0.7150195,0.1750195
"5896",1.1,-0.21,0.81,0.01,0.89,0.28
"5897",0.445,0.295,0.015,1.635,1.145,0.935
"5898",0.835,0.225,0.845,-0.155,0.295,0.415
"5900",1.86,-0.28,1.57,-0.77,1.18,0.06
"5903",1.215,-0.045,-0.245,-1.805,0.615,0.855
"5909",0.57,-0.36,0.13,-0.54,1.89,0.19
"5912",0.13,-0.43,1.19,0.29,0.36,1.31
"5913",3.645,0.475,1.955,0.715,0.555,0.405
"5914",2.24,1.44,2.61,-0.07,0.9,0.89
"5917",1.370019,0.07001949,1.230019,0.8500195,0.5800195,0.1100195
"5918",0.9300195,-0.2099805,0.5700195,1.680019,0.9100195,1.150019
"5919",1.465,-0.385,0.985,-0.165,0.765,0.555
"5921",0.6250195,-0.5249805,-0.01498051,-0.6349805,1.125019,2.315019
"5924",0.915,-0.475,0.185,0.495,0.205,0.105
"5927",0.765039,-1.544961,0.375039,-0.164961,0.135039,0.475039
"5928",1.33,-1.02,0.12,0.44,0.77,0.78
"5929",0.42,0.35,-0.15,0.18,-0.3,0.01
"5932",1.435,0.515,0.755,-1.075,1.835,1.155
"5933",0.22,-1.06,0.85,0.02,1.09,1.54
"5936",-0.14,-0.35,-0.69,-0.42,0.71,0.04
"5939",0.515,-0.855,-1.295,-0.985,1.745,0.285
"5945",2.04,0.17,2.46,1.41,0.02,1.5
"5947",1.58,1.47,2.61,2.24,2.01,-1.14
"5949",0.855,0.285,2.075,1.545,0.995,-0.285
"5953",1.3525,-0.1575,-0.0675,0.4025,0.1125,0.4525
"5955",1.805,-0.015,1.505,0.175,1.125,0.205
"5959",0.855,0.025,0.245,0.165,1.275,0.025
"5960",1.81,-1.34,0.44,-0.02,0.46,0.01
"5961",1.400019,-0.7399805,-0.08998051,-0.4599805,0.3100195,-0.3899805
"5962",1.475,2.585,1.965,1.545,0.615,0.105
"5965",0.58,-0.01,0.9,0.04,0.86,-0.19
"5968",0.9,-0.56,-0.24,0.37,0.51,0.47
"5975",-0.13,-0.46,-0.62,-0.22,1.040834e-17,0.99
"5983",0.98,0.35,-0.36,-1.51,0.01,0.71
"5985",0.565,0.155,1.265,-1.115,0.035,-0.815
"5986",-0.07,-0.45,-1.12,-0.02,-0.27,0.32
"5989",0.02,-0.67,-0.02,-0.35,0.55,-0.58
"5994",-1.225,-0.145,-0.645,-1.115,-0.445,-0.315
"5999",-0.5425,-0.4425,-0.5425,-0.1525,-0.1525,0.5875
"6000",-0.26,0.06,-1.04,0.24,-0.57,0.6
"6001",-0.39,0.21,-1.16,0.34,-0.61,0.79
"6004",-0.9199707,-0.6899707,0.05002926,-0.7599707,-0.6499707,0.2500293
"6010",-0.585,-0.615,-0.485,-0.775,0.415,0.415
"6014",0.52,0.56,-0.09,0.43,-0.13,-0.35
"6015",-0.1,0.13,1.21,-0.01,-0.85,-0.24
"6020",1.26001,-1.21999,-0.06999023,0.8000098,1.00001,-0.3599902
"6024",0.47,-0.94,-1.24,0.16,-1.23,0.66
"6026",0.7699902,-0.01000977,-0.7600098,-0.1900098,-0.6400098,-0.04000977
"6029",-0.72,0.45,0.55,-0.09,0.88,0.02
"6030",-0.1075,0.2825,0.4025,-0.2175,-0.0575,-0.2975
"6031",-0.93,-0.36,1.37,-0.39,-1.42,-0.27
"6036",0.02,0.6,0.19,0.93,-0.08,-0.02
"6037",0.37,0.61,-0.07,0.71,0.27,6.938894e-18
"6043",0.55,0.44,0.01,0.02,0.2,0.22
"6044",0.96,0.64,1.19,-0.26,1.33,0.81
"6053",0.53,-2.01,-0.11,-0.31,0.3,-0.74
"6054",0.49,-2.4,-0.01,-0.1,0.22,-0.71
"6055",0.6050195,-2.284981,0.1050195,-0.1049805,0.1850195,-0.7249805
"6056",1.36,-1.51,0.2,-0.32,0.2,-0.7
"6059",-1.27,-0.35,0.76,0.52,0.01,-0.59
"6060",-0.4700098,-0.04000977,0.6599902,0.2199902,0.4399902,-0.1600098
"6061",-0.1599902,-0.2299902,0.8000098,-0.1799902,0.3500098,0.1900098
"6062",-0.4899902,-0.6999902,0.5100098,0.1200098,-0.1599902,0.8500098
"6063",0.73,0.26,1.25,0.32,0.77,-0.47
"6064",0.78,1.85,1.38,0.31,0.65,-0.32
"6069",-0.15,0.35,0.68,0.24,-0.64,-0.26
"6070",0.94,1.2,0.72,0.25,0.35,-0.44
"6072",0.3700098,0.3400098,1.26001,0.1600098,0.8200098,0.7700098
"6075",0.65,1.28,1.84,0.31,0.71,0.44
"6078",0.28,-0.47,0.25,0.55,-0.06,-0.55
"6079",0.8000097,-0.3499903,0.2700097,0.4800097,0.5600097,-0.2599903
"6081",0.3500195,-0.1399805,0.2900195,-0.1199805,0.1900195,0.4300195
"6092",0.1549902,-0.7150098,-1.22501,-0.3850098,0.6649902,0.7549902
"6097",0.135,0.025,0.755,0.155,0.135,-0.395
"6103",0.475,0.235,-0.455,-0.145,0.475,-0.045
"6105",0.1599902,-0.4700098,0.4299902,-0.3400098,-0.02000977,-0.9000098
"6107",-0.115,-0.285,-0.085,0.225,0.495,-0.445
"6109",0.875,-0.015,0.415,0.005,-0.285,-0.275
"6110",0.95,-0.01,0.63,-0.24,-0.32,-0.53
"6112",0.84,-0.02,0.09,-0.01,-0.11,-0.71
"6113",0.81,-0.21,0.33,-0.01,-0.61,-0.72
"6119",0.4,-0.54,0.01,-0.09,0.39,-0.77
"6120",0.4399902,-0.4900098,0.07999023,0.02999023,0.6999902,-0.6700098
"6121",0.4250195,-0.4549805,0.1250195,0.01501949,0.6450195,-0.5549805
"6124",0.16,-1.03,-1.34,0.39,0.88,-0.2
"6131",0.09001949,-0.5399805,-0.4099805,-0.1199805,-0.2499805,1.050019
"6134",0.7100195,1.110019,0.1300195,0.4300195,1.94931e-05,0.9900195
"6135",0.765,0.515,0.075,0.025,0.005,0.685
"6136",0.955,-0.175,1.295,-0.015,0.655,0.665
"6138",-0.2,-0.36,0.35,0.65,0.08,-0.09
"6141",0.6600098,-0.5899902,0.5100098,0.2600098,0.7300098,0.6000098
"6144",0.12,0.32,-0.59,1.25,-0.78,0.54
"6147",1.500019,-1.419981,-1.319981,-1.339981,-1.659981,-0.09998051
"6148",1.795,-1.695,-0.385,-0.505,-1.115,0.125
"6151",2.995,-1.185,-0.195,0.595,-0.185,0.425
"6152",3.14499,-0.9550098,-0.6950098,0.3949902,-0.6850098,0.5549902
"6154",2.34,-0.96,-0.33,-0.07,-0.22,-0.11
"6155",1.62,-0.6,-0.79,0.09,-0.3,0.14
"6157",2.075,3.405,-0.945,-1.135,-1.105,0.165
"6159",1.335,2.175,-1.475,-0.025,-0.845,-0.505
"6160",0.8750195,-0.4949805,-1.234981,-0.4849805,-0.8849805,-0.5549805
"6162",0.31,-0.49,-0.1,-0.49,-0.66,-0.67
"6164",0.63,-0.19,-0.62,-0.16,0.02,0.02
"6170",1.59501,-0.7049902,-0.4949902,0.2350098,0.09500977,0.9250098
"6173",0.095,-0.445,-0.255,-0.155,0.075,0.115
"6174",0.68,-0.22,-0.55,0.2,0.59,0.81
"6176",1.315,-0.095,-0.595,-0.045,0.155,0.225
"6177",0.75,0.08,-0.62,-0.31,0.15,0.32
"6179",-0.055,-0.565,0.585,-0.715,0.685,0.215
"6181",-0.405,0.405,-1.325,0.175,-0.315,0.695
"6182",-0.235,0.095,0.535,-0.185,-0.095,0.215
"6185",0.325,-3.075,-0.365,-0.065,0.065,-0.605
"6187",-1.3875,-0.1975,0.0625,-0.4975,0.2925,0.6925
"6189",-0.985,0.335,1.185,-0.305,-1.035,0.265
"6190",-0.82,-0.95,1.42,-0.17,-1.28,0.33
"6192",-0.47,-0.29,0.8,-0.32,0.62,-0.33
"6193",-0.9149902,-0.1049902,0.5350098,-0.5849902,0.1050098,-0.4149902
"6195",-0.2849805,-0.4849805,-0.3649805,-0.2149805,0.5150195,0.5850195
"6206",0.57,-0.31,1.77,-0.09,1.56,-0.14
"6219",-0.6000098,-0.4100098,-0.2100098,-0.03000977,-0.1500098,0.6699902
"6229",-0.55,-0.11,-0.71,0.38,-0.87,0.55
"6230",-0.54,-0.17,-0.4,0.38,-0.86,0.3
"6233",-0.6800098,-0.4900098,-0.4800098,0.2599902,-0.7000098,-0.09000977
"6234",-0.755,-1.005,-0.265,0.655,-0.505,-0.565
"6235",-0.245,-1.585,-0.685,0.095,-0.115,-0.365
"6236",-0.5050098,-3.09501,-0.7850098,0.004990234,-0.4650098,-0.1450098
"6241",-1.4,1.05,0.18,0.34,-0.43,-0.22
"6242",-1.335,1.045,0.085,0.825,0.395,-0.045
"6247",0.21,0.05,0.76,0.84,0.44,1.16
"6248",1.065,-0.905,0.565,1.155,1.285,1.305
"6259",-0.065,0.065,0.675,0.195,0.285,0.065
"6262",3.855019,-0.5849805,-0.4849805,-0.4049805,0.5750195,0.8650195
"6275",0.2200195,-0.2899805,-0.1499805,-0.8399805,0.3100195,-0.2999805
"6276",0.105,-0.715,-0.745,-0.805,0.325,-0.435
"6277",2.67,2.29,3.98,0.23,2.23,-0.72
"6280",0.595,0.365,0.775,0.605,1.015,0.855
"6281",-0.08499023,0.7850098,-0.09499023,0.1050098,0.01500977,0.4150098
"6287",0.505,-0.585,-1.105,0.745,0.245,0.115
"6288",1.33499,-1.26501,-2.35501,-0.7350098,-1.75501,1.66499
"6291",0.785,0.205,0.135,0.395,0.455,0.335
"6299",1.685,-0.895,0.845,0.905,0.815,0.125
"6300",0.54,0.55,-0.61,0.2,0.15,0.51
"6302",0.295,-1.105,-0.055,0.705,-0.785,0.605
"6304",0.815,-0.355,-0.285,0.545,1.055,-0.155
"6312",0.495,0.345,0.415,0.545,0.435,1.195
"6326",1.70499,-0.4550098,3.80499,0.1249902,0.5149902,-0.5750098
"6327",1.64,-0.51,2.99,0.11,0.14,-0.17
"6331",0.555,2.395,2.625,0.695,0.745,0.625
"6336",-0.07,-0.81,0.2,1.35,0.19,0.02
"6337",0.645,-0.245,-0.145,0.435,0.185,0.205
"6341",1.375,-0.305,1.405,-0.785,-0.035,-1.785
"6347",-0.22,0.01,-0.49,0.23,0.39,-1.08
"6348",-0.9299902,0.2900098,-0.2199902,0.01000977,1.08001,0.7800098
"6350",0.125,-0.135,-0.205,0.065,0.605,0.345
"6351",2.58,1.42,0.83,0.83,2.54,1.2
"6354",-0.225,-0.495,1.005,-0.075,0.415,0.835
"6356",-0.29,-0.26,1.25,-0.29,0.58,0.88
"6357",-0.335,-0.805,0.945,-0.145,0.325,0.605
"6358",-0.32,-1.01,1.05,-0.11,0.36,0.55
"6359",0.655,0.055,0.435,-0.685,0.005,0.325
"6360",0.8,0.29,0.75,-0.49,0.16,0.42
"6362",1.735,-0.025,0.815,0.485,0.055,-0.255
"6367",0.6475,0.4375,0.1975,-0.5625,0.3675,-0.0225
"6370",0.5050195,0.1950195,0.5150195,0.03501949,0.4950195,-0.01498051
"6371",0.5250195,0.2450195,0.9050195,-0.1549805,0.5150195,0.4750195
"6373",1.14,0.36,-0.34,-0.29,0.76,0.2
"6374",1.08,0.07,-0.4,-0.44,0.93,0.01
"6376",0.9099902,-0.03000977,-0.6800098,-0.4700098,0.5099902,0.1299902
"6377",0.8425,0.3625,-0.6675,-0.0375,0.6625,-0.1575
"6379",0.8499902,0.9199902,0.1299902,-0.1100098,0.6399902,-9.765625e-06
"6388",-0.005009766,0.4849902,-0.5750098,0.2949902,1.10499,0.6949902
"6401",0.4199902,-0.5800098,-0.3400098,-0.1500098,0.4899902,-0.2900098
"6402",0.5700195,0.04001949,0.6800195,-0.5199805,0.1500195,-0.3099805
"6414",0.58,0.02,0.01,-0.01,-0.05,-0.61
"6423",-0.5625,0.6975,1.0475,0.2975,-0.2725,-0.4425
"6424",0.4100098,-0.3399902,-0.3799902,-0.04999023,-0.8499902,0.1400098
"6425",0.42,-0.13,0.13,0.22,0.72,0.11
"6427",-0.12,0.14,1.08,0.66,1.08,0.32
"6432",-6.938894e-18,-0.91,-0.33,-0.59,0.1,-0.73
"6437",1.08,-0.04,-0.47,-0.02,0.52,-0.22
"6439",0.565,0.635,1.085,0.305,0.645,-1.725
"6441",0.115,-0.005,-0.095,0.185,0.225,0.715
"6442",-0.995,-0.515,-1.035,0.415,0.235,0.525
"6447",-0.1325,-0.8925,0.1775,-0.1125,1.3175,0.6775
"6460",-0.235,-0.255,0.345,-0.325,0.175,-0.485
"6465",0.3125195,-0.3574805,0.3125195,1.432519,0.8925195,1.172519
"6470",0.835,0.125,1.075,-0.115,0.295,-0.805
"6475",0.54,0.2,-0.47,-0.3,0.38,0.05
"6476",0.78,-0.04,0.01,-0.25,1.16,0.01
"6479",0.295,-0.385,-0.735,-0.155,-0.545,0.565
"6482",1.545,-0.605,-0.965,-0.295,0.785,0.795
"6489",-0.115,0.145,-0.295,-0.185,0.515,-0.125
"6491",0.95,-0.1,0.58,0.03,0.41,-0.79
"6498",1.9,-0.3,0.08,0.31,-0.33,-0.4
"6499",1.925,0.755,0.245,0.015,-0.125,0.395
"6500",1.69999,-0.5700098,-0.1500098,-0.5200098,0.2499902,0.05999023
"6501",1.695,-0.615,-0.135,-0.475,0.285,0.075
"6503",1.87,-1.92,0.19,0.08,0.27,0.32
"6504",1.875,-0.795,0.215,-0.075,0.245,0.335
"6509",0.025,-0.115,-0.185,-0.565,0.415,0.125
"6513",0.455,-0.135,-0.425,-0.275,0.435,-1.045
"6515",1.07499,-0.02500977,-0.1950098,-0.3950098,0.3449902,-0.1350098
"6517",0.2199902,0.09999023,0.08999023,-0.3700098,0.2499902,-0.5400098
"6518",0.41,0.19,0.42,0.24,-0.11,-0.01
"6523",0.345,0.325,-0.135,-0.065,0.125,0.075
"6526",0.1,0.81,1.12,3.15,2.26,0.76
"6531",1.895,-0.875,-0.075,2.125,2.315,0.985
"6532",1.66499,-0.3550098,0.09499023,1.93499,2.24499,1.03499
"6533",1.5,-0.15,-0.25,-0.99,2.01,0.23
"6543",-1.3,-0.12,0.13,1.65,0.07,-0.62
"6545",-1.27,-0.16,0.42,0.95,0.03,-0.08
"6548",-0.8175,0.6425,2.3925,0.1425,0.0925,-0.1175
"6552",-0.345,0.155,0.005,-0.305,0.115,1.255
"6555",0.31,0.38,1.18,1.49,0.48,-0.48
"6557",-0.655,0.005,1.315,1.285,0.545,-0.035
"6575",0.4275,-0.4425,1.1875,0.1375,-0.2625,-0.0425
"6577",0.46,-0.57,1.05,0.08,-0.17,-0.13
"6585",0.575,0.385,0.575,-0.315,-0.205,-0.205
"6597",-0.27,0.4,0.63,0.37,0.12,-0.46
"6603",0.49,-0.33,0.57,0.07,1,0.01
"6609",-0.48,0.73,1.06,-0.29,0.02,0.14
"6617",-1.09999,0.7800098,0.1400098,-0.7999902,0.3200098,-0.6999902
"6626",-1.077481,1.242519,0.6825195,0.3625195,-0.3974805,0.8625195
"6628",0.065,0.215,0.255,-0.325,0.835,0.555
"6652",-0.565,-0.665,0.285,0.005,-0.955,-0.355
"6655",0.2650195,0.2250195,0.1750195,-0.1849805,-0.3749805,-0.3749805
"6661",0.005,-0.225,-0.315,0.155,-1.325,-0.775
"6662",0.5925,0.2125,-0.7075,-0.1375,-0.5675,-0.5475
"6664",0.36,0.01,-0.75,-0.11,0.34,0.26
"6670",-0.755,-0.315,0.305,-0.245,0.065,-0.025
"6671",-0.5,0.14,0.16,-0.03,-0.06,-0.06
"6677",-0.095,1.435,0.345,-0.295,0.415,0.875
"6678",0.615,1.165,0.435,-0.195,0.225,0.925
"6684",0.285,-0.145,1.305,0.095,-1.115,-0.145
"6690",-0.1,-0.42,-0.37,0.23,-0.37,0.02
"6691",-1.35,-0.64,0.77,0.13,-0.73,-0.48
"6698",0.1099902,0.1299902,0.9099902,0.3999902,-0.3600098,-0.3800098
"6700",-1.425,0.175,0.165,0.055,-0.915,-0.515
"6703",-1.425,-0.845,0.275,-0.775,0.175,-0.105
"6707",0.405,0.805,-0.135,-0.765,-0.015,-0.085
"6719",-1,2.48,1.17,0.08,2.66,-0.02
"6733",0.965,0.375,0.425,-0.885,-0.515,-0.205
"6736",-0.6049805,-0.6049805,-0.05498051,0.8250195,0.3950195,0.6750195
"6737",0.215,0.015,-0.015,1.185,0.855,0.995
"6738",0.0875,0.6075,0.0675,0.9775,0.3475,1.5975
"6742",-1.275,-0.925,0.375,-0.215,-0.115,-0.265
"6746",0.4200195,-0.3499805,0.2700195,0.4300195,-0.7299805,-0.4999805
"6747",-1.91,-0.55,0.87,0.42,1.33,-0.47
"6751",0.1475,-0.4225,0.0275,-0.5225,-0.2225,0.1475
"6753",-0.5400098,-0.4000098,-0.05000977,0.09999023,-0.5600098,0.4999902
"6756",-0.4949805,-2.234981,0.2450195,0.2350195,-0.7649805,0.3150195
"6757",-0.725,-0.255,-0.005,0.125,-0.975,0.125
"6758",-0.7000098,-0.5300098,-0.2300098,0.2299902,-1.37001,0.06999023
"6759",-0.185,-0.095,0.295,-0.075,-0.945,0.315
"6761",-2.0175,-0.5175,0.3925,0.7925,-2.1075,-0.3275
"6763",-0.2050098,-0.3950098,0.2049902,0.1249902,-0.9250098,0.01499023
"6765",-0.115,-0.185,0.355,0.085,-0.795,0.285
"6766",-0.08998051,-0.1999805,0.4600195,0.5500195,-0.6599805,0.3200195
"6768",-0.265,-0.545,-0.435,-0.425,-0.515,0.265
"6771",-0.385,0.655,0.005,0.065,-0.585,0.095
"6772",-0.295,-0.225,0.045,0.085,-0.615,0.025
"6773",-0.505,-0.395,-0.305,-0.365,-0.755,0.085
"6778",-0.535,0.575,-0.325,-0.105,-1.085,-0.355
"6781",0.095,0.145,-0.365,-0.155,-0.485,-0.035
"6782",0.0725,-0.0475,-0.4375,-0.0375,-0.7275,0.0625
"6785",-0.125,-0.575,-0.605,-0.005,-0.595,-0.015
"6787",-0.465,0.045,-0.375,-0.175,-0.135,0.075
"6788",-0.475,0.125,0.045,-0.185,-0.205,0.005
"6789",0.04999023,-1.43001,-1.13001,-0.2900098,-0.7600098,0.1299902
"6790",-0.2550098,-0.2650098,-0.2150098,-0.8550098,-0.4550098,0.05499023
"6791",-0.23,-0.42,-0.27,-0.92,-0.11,0.1
"6793",-0.61,-0.8,-0.51,0.03,-0.48,-0.42
"6794",-0.505,-0.055,-0.205,-0.105,-0.825,0.485
"6796",-0.4549805,0.2250195,0.5350195,0.9250195,-0.3849805,0.1050195
"6797",-1.494981,0.1450195,-0.3249805,1.295019,-1.574981,-0.6149805
"6801",-0.485,-0.315,-0.735,-0.195,0.225,-0.625
"6805",-0.37,-0.65,-0.41,-0.16,-0.95,0.02
"6812",-0.33,-1.88,-1.28,0.46,-0.07,1.57
"6813",-0.165,-1.885,-1.015,0.295,-0.025,1.665
"6824",0.025,0.875,0.145,0.215,-0.225,0.425
