"","V42","V43","V44","V45","V46","V47","V48"
"4629",0.119961,-0.73,0.31,0.06001953,-1,0.5,0.06998047
"4632",-0.330039,1.37,-0.16,0.2300195,-0.23,-0.18,0.2599805
"4633",0.279961,0.32,-0.15,0.06001953,0.66,0.31,0.6199805
"4638",-0.685039,0.965,-0.055,0.2550195,0.425,0.575,-0.8650195
"4645",-0.310039,-0.44,-0.41,-0.02998047,0.33,-0.1,-0.1200195
"4658",0.07496101,1.035,1.165,2.36502,2.335,1.385,1.56498
"4664",-2.305039,0.935,0.365,-0.2149805,0.735,-0.005,-0.3050195
"4671",-0.6400488,-1.11001,0.02999023,-1.62999,-0.3200098,0.4099902,-2.200029
"4672",-0.9150488,-0.6150098,-0.08500977,-1.28499,-0.7950098,0.6049902,-2.935029
"4675",-0.270039,0.17,0.06,-0.3899805,-0.5,0.21,-0.1600195
"4677",-0.307539,0.5225,-0.1175,-0.3174805,-0.8875,0.6325,0.6524805
"4678",-0.175039,0.085,-0.035,-0.06498047,0.285,-0.005,-0.04501953
"4680",0.224961,0.835,-0.015,-0.2449805,-0.165,-0.265,-0.09501953
"4684",-1.94931e-05,0.7500195,-0.08998051,-0.07996098,-0.4699805,0.5000195,0.07999996
"4685",-0.01753899,0.6825,0.0525,0.01251953,-0.2075,-0.0275,0.1124805
"4686",0.02996101,0.01,0.09,0.1500195,0.11,-0.01,-0.5400195
"4687",-0.005019493,1.505019,0.1550195,0.285039,0.1850195,0.5250195,-1.095
"4689",-0.630039,0.69,0.61,0.5000195,0.62,0.98,0.5399805
"4694",0.219961,0.11,-0.05,-0.3099805,0.07,-0.22,-0.1700195
"4698",0.169961,-0.93,-0.46,-0.4699805,0.86,-0.75,-1.59002
"4709",-0.310039,-0.15,-0.34,-0.07998047,0.05,0.28,-1.46002
"4721",-0.265039,-0.795,-0.755,0.7050195,-0.535,-1.285,-1.53502
"4725",-1.94931e-05,-0.1699805,0.3000195,0.320039,0.4800195,0.2300195,0.41
"4727",-0.190039,-0.93,-0.06,1.26002,0.46,-0.57,-0.3600195
"4728",0.3199512,0.1699902,-0.1400098,0.02000977,-0.08000977,0.4299902,0.0699707
"4734",0.4249512,0.2349902,-0.2150098,-0.04499023,-0.5650098,-0.3350098,-0.7850293
"4738",0.214961,-0.115,0.155,-0.2949805,-0.435,-0.785,-0.2150195
"4739",0.129961,0.52,-0.17,-0.03998047,0.24,-0.17,-0.2300195
"4740",-0.310039,0.46,0.24,-0.3799805,-0.05,-0.42,-0.8000195
"4741",-0.07503899,-0.495,-0.045,-0.03498047,0.245,-0.755,-0.04501953
"4744",0.1399512,-0.8900098,-0.1900098,-0.009990234,-0.5100098,0.05999023,-0.2100293
"4749",0.369961,-0.08,0.21,-0.1999805,-0.62,-0.03,-0.2800195
"4750",-0.05753899,-0.3375,-0.1875,-0.2674805,0.2825,-0.2675,0.1124805
"4752",-0.535039,-0.475,-0.325,-0.1749805,0.115,0.095,-0.3750195
"4761",-0.6200292,0.1400098,0.8000098,0.6900293,0.2700098,-0.9099902,-0.8600098
"4763",0.334961,0.315,0.685,0.4250195,0.485,-0.685,-0.3750195
"4766",0.104961,0.115,0.295,-0.2049805,0.105,0.155,-0.1050195
"4769",0.07996101,0.35,-0.43,-0.9699805,0.21,-0.05,0.05998047
"4772",0.224961,1.115,0.105,-0.1149805,-0.595,0.145,0.6549805
"4774",0.2699805,-0.4199805,-0.2399805,0.1800391,-0.1199805,0.3900195,2.15824e-18
"4778",-0.125039,-0.485,0.105,-0.1749805,-0.005,0.345,-0.2450195
"4785",0.1799512,0.5899902,0.2799902,0.3300098,0.5599902,-0.03000977,-0.2100293
"4787",-0.08003899,0.14,0.03,-0.07998047,-0.45,-0.14,-0.7500195
"4793",0.5549512,0.1149902,0.08499023,0.2550098,0.5449902,-0.7350098,0.0649707
"4797",-0.475039,0.145,-0.725,-0.3449805,-0.355,0.165,-0.08501953
"4801",0.144961,-0.165,-0.795,0.1250195,-0.515,0.085,-0.4750195
"4806",0.472461,0.1425,0.8125,-0.1674805,0.0425,-0.6275,0.2024805
"4830",0.334961,-0.535,-0.675,0.2850195,-0.015,-0.315,-0.1050195
"4836",-0.1025488,0.06749023,0.2374902,-0.8824902,-0.5125098,-0.5825098,-0.4725293
"4837",0.06496101,-1.075,-0.675,-0.2849805,-0.285,-0.245,-0.4650195
"4838",-0.005019493,-0.8249805,-0.5849805,-0.324961,-0.1249805,-0.2949805,-0.445
"4842",-0.330039,-0.08,-0.38,0.08001953,0.02,-0.37,-1.05002
"4848",0.004980507,0.2650195,-0.4149805,-0.634961,-0.8049805,-0.7249805,-0.675
"4854",-0.215039,-0.355,-0.195,-0.4749805,-0.385,0.635,-0.2350195
"4855",-1.94931e-05,-0.4899805,0.7400195,0.270039,-0.08998051,-0.5699805,-0.84
"4862",-0.005019493,-0.5449805,-0.1849805,-0.644961,-0.6049805,-0.5349805,-0.195
"4863",0.1949512,-0.05500977,-0.08500977,-0.004990234,-0.09500977,-0.7250098,-0.9750293
"4864",0.664961,-0.925,0.135,-0.3149805,-0.565,-0.695,-1.11502
"4870",-0.245039,-0.405,0.375,0.1450195,0.305,-0.085,-0.06501953
"4871",0.01498051,1.025019,0.3850195,0.265039,0.2450195,1.205019,1.065
"4875",-0.220039,0.41,-0.38,-0.3499805,-1.08,-0.33,-0.4200195
"4876",0.324961,0.705,0.595,-1.30498,-1.415,-0.705,0.09498047
"4877",-0.06003899,0.78,0.66,-0.4299805,-0.08,0.14,0.1199805
"4881",-0.04003899,0.81,0.24,0.3100195,-0.14,-1.32,0.2099805
"4894",-0.09003899,0.06,0.26,-0.7599805,0.11,-0.65,-0.7700195
"4896",-0.865039,0.465,0.295,-0.4749805,-0.055,0.065,-0.1950195
"4897",-0.690039,0.42,-0.01,-0.5999805,-0.52,-0.25,-0.4100195
"4902",-0.03504875,0.5349902,0.01499023,-0.01499023,-0.5350098,-0.6650098,-0.7650293
"4906",0.194961,-0.495,-0.375,-0.6749805,-0.235,-0.265,-0.4550195
"4910",0.8799805,-0.06998051,-0.1699805,0.170039,-0.6299805,-0.1199805,-0.39
"4913",0.3449512,0.1849902,0.8849902,0.01500977,-0.1650098,0.09499023,-0.0850293
"4914",0.7399805,1.310019,0.1300195,1.310039,0.7900195,0.1400195,-0.02000004
"4917",-0.155039,-0.305,-0.065,0.06501953,0.145,-0.035,-0.5050195
"4924",0.454961,0.945,0.045,0.3650195,0.165,0.945,-0.3150195
"4926",0.3149512,-0.2450098,0.4949902,-0.2449902,-0.2250098,-0.1450098,0.0149707
"4935",0.4549805,-0.9749805,0.6550195,0.715039,-0.1049805,-0.2249805,-0.635
"4938",0.1199805,0.2300195,-0.2199805,0.410039,-0.01998051,0.5000195,-0.2
"4943",-0.235039,0.965,-1.835,-0.4749805,-0.145,0.335,-1.02502
"4956",0.449961,-0.35,0.9,-1.20998,-0.31,-0.7,-0.4800195
"4961",-0.160039,-0.17,0.35,0.1400195,0.77,-0.05,0.1999805
"4966",-0.4900292,-1.15999,0.1900098,1.240029,0.1000098,0.1100098,-0.2800098
"4970",0.224961,-0.185,-0.005,0.3550195,0.415,0.165,0.4549805
"4974",0.1749708,0.3350098,-0.5749902,0.8350293,0.1550098,0.5050098,-0.6650098
"4975",-0.1150293,-0.4549903,0.1450097,1.045029,0.2950097,0.2350097,-0.0450098
"4978",-0.485039,-0.185,-0.805,1.13502,0.045,0.675,-0.1450195
"4984",-0.310039,0.38,-0.11,0.7300195,0.72,-0.16,-0.3800195
"4985",-0.205039,0.245,-0.025,0.01501953,-0.195,-0.425,-0.06501953
"4989",0.334961,0.215,0.285,0.1550195,-0.755,-0.115,-0.3450195
"4990",0.214961,0.545,-0.245,0.01501953,-0.735,0.095,-0.01501953
"4995",-0.1700292,0.2100098,-0.8099902,-0.1399707,0.08000977,-0.5899902,-1.39001
"4996",-0.172539,0.4175,-0.7725,-0.09248047,0.2075,0.4775,-0.6325195
"4999",-1.94931e-05,0.3400195,-0.3599805,-0.559961,-0.1599805,1.94931e-05,-0.28
"5005",0.234961,0.015,-0.375,-0.3849805,0.285,-0.395,0.1849805
"5007",-0.01003899,0.49,0.14,-0.2199805,-0.22,-0.11,-0.6400195
"5009",0.244961,0.235,0.115,-0.3449805,0.045,-0.105,-0.7550195
"5010",0.164961,0.365,0.135,-0.2749805,-0.285,0.315,-0.7850195
"5013",0.594961,0.195,-0.285,-0.3549805,-0.065,0.055,-0.3450195
"5014",0.249961,0.63,-0.17,-0.3199805,-0.03,0.54,-0.8300195
"5018",0.119961,0.51,0.21,0.4100195,-0.71,0.05,-0.4800195
"5019",-0.370039,0.2,0.13,-0.5499805,-0.39,-0.37,-0.1600195
"5021",-0.07503899,0.785,0.145,-0.6449805,-0.575,0.025,-1.00502
"5025",0.09997078,0.3300098,0.02000977,-0.0499707,0.1100098,0.05000977,0.4499902
"5026",0.09996101,0.2,-0.18,-0.1799805,0.02,-0.47,-0.4200195
"5027",-0.03254875,0.9274902,-0.3025098,-0.2424902,0.5774902,-0.3625098,-0.4725293
"5033",0.3349512,0.6749902,0.09499023,0.7350098,0.4149902,0.6049902,0.6249707
"5034",0.07997078,0.6100098,-0.1699902,0.0700293,-0.1299902,0.1100098,0.3599902
"5036",0.03997078,-0.1299902,0.2300098,0.0600293,-0.1099902,0.3900098,0.1799902
"5044",-0.06503899,0.105,0.865,0.7950195,0.125,-0.895,-0.3850195
"5049",-0.005038986,-0.305,0.115,0.02501953,-0.385,1.065,0.1649805
"5050",0.01248051,0.3125195,-0.03748051,-0.437461,0.01251949,-1.027481,0.1225
"5067",-0.2200488,-0.01000977,0.3999902,0.3300098,-0.5500098,-0.3300098,-0.1400293
"5070",-0.265039,0.445,1.585,0.07501953,-0.065,-0.185,0.4649805
"5071",-0.265039,0.375,0.015,-0.2249805,-0.275,0.125,-0.3650195
"5072",0.139961,0.32,0.19,0.2900195,-0.22,0.84,0.1599805
"5079",-0.1750585,-0.8150195,-0.3850195,-0.165,0.2549805,-0.5550195,-0.8250391
"5089",-0.295039,-0.775,-0.685,-1.03498,-0.665,0.005,0.1549805
"5092",-0.1225292,-0.2324902,-0.2024902,-0.9224707,-0.2024902,-0.1324902,0.03749023
"5096",-0.03503899,0.185,0.065,0.2250195,0.205,-0.155,-0.1650195
"5097",0.194961,-0.125,0.125,0.3350195,0.055,-0.145,-0.1150195
"5099",0.004980507,-0.4749805,-0.05498051,-0.194961,-0.1149805,0.07501949,-0.07500004
"5105",0.07746101,-0.2525,-0.3525,0.04751953,-0.0725,0.4575,0.1674805
"5106",-0.255039,-0.345,-0.005,-0.3349805,-0.605,0.105,-0.03501953
"5109",0.02498051,-0.07498051,-0.1349805,-0.324961,-0.2749805,-0.6849805,-0.265
"5119",-0.420039,-0.77,0.22,-0.1699805,-0.19,-0.02,-0.9200195
"5120",-0.2700195,-0.6199805,0.05001949,0.260039,1.94931e-05,0.7300195,-0.48
"5121",-0.5200292,-0.8899902,-0.5599902,-0.2499707,-0.2699902,0.3000098,-0.5800098
"5122",-1.94931e-05,-0.6899805,-0.4899805,-0.379961,-0.3599805,0.8000195,-0.24
"5125",0.409961,0.09,-0.08,0.3200195,-0.11,-0.15,-0.2600195
"5128",-0.140039,-0.31,0.12,0.2800195,-0.7,0.48,0.4799805
"5129",-0.05753899,0.0525,-0.1475,-0.1774805,-0.2775,0.1025,-0.4475195
"5131",0.04496101,-0.625,0.205,-0.1449805,-0.295,0.195,-0.8050195
"5132",0.004980507,-0.2149805,-0.3849805,-0.664961,-0.04498051,-0.2149805,-0.285
"5140",0.499961,-0.08,-0.04,0.5900195,0.43,0.46,0.02998047
"5141",0.819961,-0.03,-0.01,0.5500195,0.01,-0.66,0.04998047
"5148",-0.1500293,-0.4299903,0.4300097,0.3300293,-0.1299903,0.2800097,0.1499902
"5154",-0.005038986,-0.295,-0.065,-0.4449805,0.145,0.015,-1.28502
"5157",0.454961,-0.245,0.105,1.16502,0.675,0.495,0.9049805
"5163",0.339961,0.22,0.15,0.1800195,-0.03,-0.13,-0.2000195
"5166",-0.05002922,-0.08999023,0.07000977,-0.0899707,0.2100098,0.01000977,-0.3500098
"5167",-0.125039,-0.045,0.475,0.2250195,0.005,-0.285,-0.1050195
"5168",0.05997078,0.1600098,9.765625e-06,0.3100293,0.1800098,0.4600098,0.1099902
"5170",-0.01004875,-0.05000977,0.1499902,0.01000977,-0.3800098,0.3099902,0.2899707
"5172",-0.02501949,-0.3549805,0.2450195,0.275039,0.1350195,0.2350195,0.645
"5173",0.144961,0.035,-0.025,-0.07498047,0.165,0.035,0.8349805
"5175",-0.1950488,-0.5250098,0.1749902,-0.004990234,0.5049902,0.004990234,-0.0950293
"5178",-0.9300488,-0.4800098,-0.1800098,-0.3199902,-0.3400098,0.1699902,-0.3500293
"5180",0.504961,-0.455,0.075,0.3050195,-0.055,0.425,-0.6150195
"5184",-0.01503899,-0.975,-0.195,-0.2649805,-0.095,-0.015,0.1349805
"5188",-0.4800292,0.09000977,0.2100098,-0.2999707,-0.06999023,0.3500098,0.3199902
"5193",0.144961,0.105,0.045,0.2450195,0.455,0.585,-0.3450195
"5194",-0.230039,1.15,-0.1,-1.16998,-0.87,4.25,-1.75002
"5202",-0.570039,-0.25,-0.07,-0.03998047,-0.9,0.14,-0.5300195
"5206",0.269961,1.2,-0.2,-0.2899805,0.08,-0.6,-0.6400195
"5207",0.06996101,1.42,-0.2,0.2700195,-0.05,0.22,-0.2100195
"5208",0.114961,1.085,-0.365,0.4850195,-0.255,0.395,-0.4850195
"5218",-0.675039,-0.635,-0.195,-0.6249805,-0.515,0.615,0.1149805
"5219",-0.335039,-0.515,-0.195,-0.6949805,-0.745,0.565,0.09498047
"5221",2.699961,-0.09,-0.39,0.01001953,2.775558e-17,0.98,0.3499805
"5227",-0.935039,0.535,-0.235,-0.9349805,0.025,1.385,-0.7750195
"5230",-0.790039,-1.09,-0.58,-0.6399805,-0.9,-0.54,-0.8500195
"5234",-0.3300292,0.9500098,0.8100098,0.7900293,0.9100098,0.5000098,-0.02000977
"5235",0.05496101,-0.525,0.215,-0.08498047,0.175,0.145,-0.2850195
"5236",-0.04003899,-0.58,0.03,-0.7799805,-0.13,-0.2,-0.3900195
"5240",-0.7050488,-1.13501,-0.9150098,0.005009766,-0.3350098,-0.5050098,-1.535029
"5241",-0.1850195,-1.084981,-0.9349805,-1.064961,-0.1649805,-0.5749805,-1.245
"5248",0.1649512,0.1749902,-0.6450098,-0.6949902,-0.6450098,-0.4750098,-0.6450293
"5266",-0.640039,-0.02,0.22,-0.2199805,-0.01,0.4,-0.2800195
"5273",1.484961,-0.355,-0.645,0.08501953,-0.115,-0.455,0.1649805
"5274",1.624961,-0.085,-0.235,0.6150195,0.385,-1.435,0.4549805
"5276",2.184961,0.165,-0.245,1.00502,0.135,-1.825,0.9049805
"5280",0.004980507,-0.7149805,-0.07498051,-0.374961,-0.01498051,-0.7249805,0.805
"5282",0.1599512,-0.5700098,-0.06000977,9.765625e-06,0.1899902,-0.5000098,0.6799707
"5285",-0.08503899,-0.475,-0.115,0.5950195,0.475,0.145,0.1249805
"5291",0.159961,0.01,-0.44,-0.4599805,-1.24,-1.41,-1.33002
"5296",1.099961,0.85,0.45,-0.1899805,-0.52,-0.37,-0.04001953
"5301",0.289961,-0.7,1.89,-0.3699805,-1.15,-0.85,0.6099805
"5304",0.06996101,-0.4,0.18,0.1000195,-0.02,-1.05,-0.5400195
"5305",0.174961,-1.945,0.115,0.4550195,-0.625,-1.265,-0.2350195
"5308",0.574961,-0.565,-0.295,0.1950195,-0.525,-0.625,-0.3450195
"5310",0.194961,-0.785,-0.175,0.04501953,0.055,1.065,0.2949805
"5315",-0.08753899,-0.6775,-0.4975,-0.1774805,-0.0875,-0.3675,-0.1775195
"5316",-0.155039,-0.845,-0.455,-0.1349805,0.105,-0.395,-0.6150195
"5319",0.159961,-0.69,-0.2,1.04002,-0.1,-0.64,-1.46002
"5320",-0.09004875,-0.1500098,-0.3900098,1.18001,-0.7600098,-0.02000977,-0.0200293
"5321",-0.9550292,-0.3249902,-0.1049902,0.0150293,0.2050098,0.2050098,0.4249902
"5323",-0.272539,-0.6425,0.2775,0.8675195,0.4675,0.1075,-0.02251953
"5340",-0.1500488,-0.4300098,0.2199902,0.01000977,2.48999,-0.4000098,0.9899707
"5341",-0.03251949,0.5475195,0.7175195,1.117539,1.707519,1.297519,-0.4325
"5342",-0.07503899,0.215,0.285,0.8850195,0.945,-0.765,-0.5150195
"5346",0.529961,-0.53,-0.27,-0.1999805,0.01,0.15,0.07998047
"5350",0.354961,-0.005,0.355,0.7050195,0.145,0.085,0.6749805
"5352",1.439961,-0.03,-0.1,1.30002,0.28,0.15,2.94998
"5355",-0.415039,-0.175,0.015,0.2650195,0.565,0.255,0.6149805
"5356",-0.645039,-0.545,-0.205,0.4050195,-0.105,-0.375,-1.24502
"5358",-0.3900488,-0.1100098,0.06999023,-0.009990234,-1.99001,-0.5800098,-1.600029
"5361",1.724961,-1.815,-0.025,-0.2049805,-0.375,-0.855,-0.5050195
"5371",0.364961,-1.115,-0.685,-0.6949805,0.175,-0.005,0.7249805
"5375",-0.03503899,0.385,0.305,-1.93498,1.175,0.465,0.4549805
"5381",0.1899708,0.2700098,-0.2699902,-1.649971,0.2100098,-0.2899902,0.3899902
"5390",-0.372539,-0.3825,0.6175,0.07751953,1.1975,0.9875,2.66748
"5395",0.03496101,-0.255,-0.595,-0.3649805,-0.445,-0.455,0.9049805
"5404",-0.420039,-0.08,-0.23,-0.05998047,-0.07,-0.38,-0.2100195
"5405",0.189961,0.35,-0.05,0.1000195,-0.15,0.03,0.8499805
"5407",-0.230039,0.05,0.06,0.02001953,0.17,-0.18,0.2599805
"5411",-0.475039,0.265,-0.505,-1.09498,-0.465,-0.915,-0.1550195
"5421",-0.01001949,-1.129981,-0.03998051,-0.269961,-0.2399805,-0.4399805,-0.61
"5426",0.4449512,-0.1550098,-0.3050098,-0.7349902,-0.4750098,-0.5550098,0.2349707
"5427",0.274961,-0.075,0.355,-0.1349805,-0.165,-1.075,-1.28502
"5439",0.004980507,-0.2249805,0.06501949,-0.314961,0.3350195,-1.514981,-1.675
"5445",2.244961,-0.185,-0.135,-0.03498047,0.625,-0.945,1.54498
"5446",0.03746101,-0.3525,0.1175,0.4175195,0.9475,-0.2425,0.9974805
"5450",-0.1000488,-1.21001,0.1199902,0.6000098,0.4299902,-0.8000098,0.5299707
"5452",-0.105039,-0.815,-0.045,0.2950195,0.435,-1.005,0.5649805
"5453",-0.210039,-1.2,-0.02,0.6800195,0.54,-0.89,0.4299805
"5454",0.334961,-0.845,-0.165,0.4050195,-0.005,-0.975,0.1849805
"5456",1.124961,0.285,0.345,1.55502,1.145,0.945,0.2049805
"5460",-0.1500488,-0.8400098,-0.1800098,0.3200098,0.1799902,0.2199902,0.9499707
"5464",-0.590039,1.26,-0.27,-0.3499805,-0.29,0.05,0.1399805
"5466",-0.405039,-0.475,-0.245,-0.8849805,-0.035,-0.215,0.3249805
"5469",-0.445039,-0.855,0.015,-0.5649805,-0.945,-0.935,1.01498
"5470",0.124961,-0.545,-0.515,-0.7449805,-0.235,-0.775,-0.9950195
"5487",-0.6150292,-0.6649902,-0.09499023,0.1450293,-0.3449902,-0.6949902,-0.5650098
"5490",-1.255039,0.265,-0.825,0.7050195,-0.145,-0.975,-1.86502
"5491",-0.04501949,-0.7149805,-0.09498051,0.525039,0.4950195,-1.024981,-0.605
"5492",-0.320039,-0.65,0.07,0.6600195,0.29,-1.14,-0.3200195
"5497",-0.505039,-0.275,-0.165,0.1050195,0.395,-0.545,-0.1250195
"5502",-0.450039,-0.46,-0.6,-0.3499805,-0.44,-0.58,-0.03001953
"5507",0.2099708,-1.60999,-0.3299902,0.4000293,-1.25999,-1.32999,-2.72001
"5515",-0.5050292,-0.5149902,-0.2449902,-0.7449707,-0.1449902,-1.72499,-1.09501
"5516",-0.675039,-0.585,-0.245,-0.8649805,-0.085,-1.065,-0.9650195
"5523",-0.665039,1.155,-1.055,0.3350195,-0.215,2.325,-0.5750195
"5530",-0.03503899,-1.135,-1.205,-1.10498,-0.805,-1.065,-1.27502
"5532",-0.2550292,-0.7549902,0.3350098,-0.1849707,-0.4549902,-0.5849902,-0.1450098
"5534",0.179961,0.07,-2.2,-2.02998,-0.47,-2.01,-0.8600195
"5545",0.03496101,-0.605,-0.025,0.04501953,0.055,1.065,-0.1850195
"5546",-0.170039,-0.71,0.11,0.2200195,0.16,0.93,-0.3500195
"5548",-0.09003899,-0.6,0.2,0.6800195,0.6,1.36,-0.1000195
"5551",1.089961,0.32,-1,-0.1499805,3.469447e-18,0.27,-0.7100195
"5553",0.109961,0.22,0.35,1.953125e-05,-0.05,0.71,0.8699805
"5554",0.2499805,-0.1599805,0.4100195,2.380039,0.1900195,0.5200195,-0.25
"5556",0.827461,-0.7725,0.3375,4.26752,0.6975,1.0275,-2.19252
"5559",0.04996101,-0.96,1.59,2.03002,1.86,1.48,1.67998
"5576",-0.08503899,0.025,0.605,0.8650195,-0.335,1.185,0.5549805
"5578",0.134961,-0.345,0.275,1.80502,0.595,0.275,0.4249805
"5579",-0.02503899,-0.115,0.135,1.51502,0.235,0.415,0.4949805
"5581",1.564951,0.6149902,0.1549902,1.84501,1.19499,0.8249902,0.8449707
"5584",-0.130039,0.16,-6.938894e-18,-0.01998047,6.938894e-18,0.64,0.7299805
"5586",0.514961,-1.025,-0.805,-1.14498,-1.115,0.225,-0.2250195
"5589",-0.265039,-1.025,-0.445,2.38502,-0.005,0.265,0.9249805
"5593",-0.505039,-0.895,0.015,-0.4049805,-0.675,-0.135,-0.2050195
"5594",-0.6300488,0.8999902,-0.1400098,-0.009990234,-0.2600098,1.37999,0.2199707
"5595",-0.300039,-0.53,0.44,0.2100195,0.24,0.71,0.6799805
"5598",-0.470039,-0.2,-0.07,-0.2399805,-0.59,0.54,0.4399805
"5601",0.02498051,-0.2249805,0.03501949,-0.304961,0.06501949,-0.2549805,-0.595
"5603",-0.120039,-0.29,0.38,0.03001953,-0.02,-0.48,-0.4500195
"5604",-0.135039,0.095,0.655,0.4050195,0.465,0.035,-0.5350195
"5607",-0.08503899,0.405,0.175,-0.2749805,0.015,0.735,-0.07501953
"5608",-0.400039,-0.02,-0.81,-0.6899805,-1.23,0.88,-0.6400195
"5609",-0.680039,-0.08,-0.64,-0.7199805,-1.27,0.59,-0.9700195
"5610",-0.650039,-0.01,-0.7,-0.7999805,-1.27,1.02,-0.9300195
"5611",-0.09503899,-0.145,-0.535,-0.2849805,-1.215,0.995,-0.7350195
"5616",-0.580039,-1.12,-0.45,-0.6299805,0.15,-0.14,-0.3200195
"5619",-0.755039,-1.275,-0.815,-1.04498,-0.405,-0.665,-0.7450195
"5621",0.214961,-0.565,-0.105,0.07501953,-0.265,-0.635,-0.1950195
"5622",0.05995125,-0.6900098,0.1199902,0.03000977,-0.3300098,-0.7800098,-0.4800293
"5623",0.2899512,-0.4100098,0.02999023,-0.009990234,-0.5400098,-0.3200098,-0.1800293
"5626",-0.2800292,-0.9899902,-0.4799902,0.2800293,-0.7099902,-0.6099902,-0.1900098
"5629",-0.395039,-0.545,-0.045,-0.1849805,-0.335,-0.575,-0.7750195
"5630",-0.500039,-1.12,-0.97,-0.6099805,-0.58,-0.58,-0.9100195
"5636",-0.185039,-0.545,0.245,-0.1449805,-0.395,-0.615,-0.7350195
"5644",-1.285039,-0.575,-3.095,-2.78498,-3.055,-3.905,-2.59502
"5645",-1.575039,-0.635,-2.365,-2.43498,-1.765,-1.945,-2.25502
"5651",-0.235039,-0.515,0.365,1.43502,-0.015,-4.895,-3.45502
"5656",-0.2950195,-0.3449805,-0.1449805,1.055039,-0.5649805,-0.2849805,-0.475
"5662",-0.05003899,-0.25,-0.33,-0.09998047,-0.32,0.15,-0.8200195
"5664",0.304961,0.425,0.685,0.3250195,0.145,0.385,-0.4550195
"5665",0.2099512,-0.4100098,0.5099902,9.765625e-06,0.2599902,-0.03000977,-2.929688e-05
"5669",-0.800039,-0.19,0.16,-0.04998047,-0.79,0.52,-0.4800195
"5672",-0.290039,-1.03,-0.7,-0.009980469,0.18,-0.15,0.009980469
"5676",-0.1650488,-0.8150098,-0.5650098,0.03500977,-0.4550098,-0.3450098,-0.3150293
"5681",0.689961,-0.45,-1.76,-0.7499805,0.08,-0.41,-1.61002
"5683",0.06996101,0.12,-0.05,-0.09998047,-0.33,-0.17,-0.3700195
"5697",-0.2900488,-0.3300098,-0.6000098,-0.4599902,0.009990234,-0.4900098,-0.4900293
"5699",-0.345039,-0.565,-0.675,-0.4449805,-0.355,-0.185,-1.07502
"5700",-0.295039,-0.875,-0.375,-0.2849805,-0.335,-0.625,-0.9650195
"5701",0.294961,0.015,-0.645,0.1450195,0.035,-0.075,0.3249805
"5704",-0.1600195,-0.8499805,0.1000195,0.840039,0.6700195,0.6400195,-0.86
"5708",-0.440039,-0.4,-0.04,-0.009980469,-0.17,-0.25,-0.1600195
"5711",-0.400039,0.51,-0.16,0.3600195,-0.17,0.13,-0.5000195
"5714",-0.245039,-1.045,-0.715,-0.7049805,-0.625,-0.585,-0.4650195
"5715",-0.300039,-0.85,0.03,-0.3199805,-0.44,-1.23,-0.6400195
"5718",-0.150039,-0.57,-0.34,-0.6799805,-0.15,-0.47,-0.7400195
"5721",-0.850039,-2.75,0.35,-2.80998,-1.07,-0.64,-1.71002
"5725",0.6349512,-1.13501,-0.5650098,-0.6049902,1.19499,-1.95501,-1.505029
"5728",0.06496101,-0.275,-0.595,0.2050195,-0.505,-0.675,-0.04501953
"5740",0.09996101,0.52,0.37,-0.5999805,-0.24,-0.29,0.2799805
"5742",-0.580039,-0.36,0.03,-0.1799805,-0.04,-0.03,0.3899805
"5744",-0.6000488,-0.5000098,-0.4500098,0.02000977,0.1499902,-0.1600098,0.2299707
"5746",-0.650039,-0.46,0.05,0.1600195,0.7,-0.14,-0.1100195
"5749",-0.440039,-0.23,-0.35,-0.1799805,0.45,-0.48,0.5399805
"5750",-0.620039,-0.01,-0.37,-0.07998047,0.49,-0.45,0.4199805
"5754",0.06497078,-0.8349902,-0.09499023,-0.4549707,-0.2049902,-0.01499023,0.01499023
"5762",-0.07501949,-0.5349805,-0.9749805,-1.034961,-0.7949805,0.8950195,0.645
"5763",-0.02503899,-0.155,-0.585,-1.32498,0.535,0.385,1.03498
"5767",-0.270039,-0.91,0.05,0.1500195,-0.41,-0.33,-0.2900195
"5773",-0.07003899,-0.38,-0.42,0.08001953,0.01,1.83,-0.5100195
"5774",-0.850039,-0.03,-1.59,-0.09998047,-0.49,-0.57,-1.06002
"5777",-0.120039,0.13,-0.37,-0.7899805,-0.51,-0.35,0.009980469
"5778",0.154961,0.325,-0.725,-1.13498,-1.105,-0.315,-0.1750195
"5781",-1.94931e-05,0.1600195,-0.8299805,-2.439961,-0.8399805,-1.369981,-0.18
"5783",-1.045039,-1.575,-0.745,-0.1549805,-1.685,-2.605,-0.09501953
"5784",-0.505039,0.065,-0.035,0.8850195,0.235,-0.645,-0.6950195
"5788",-0.1750292,-0.7549902,0.3850098,0.4050293,0.07500977,-0.7249902,-0.005009766
"5789",0.254961,-0.495,-0.275,1.04502,-0.125,-0.645,0.1949805
"5791",-0.01001949,-1.529981,-1.529981,0.650039,-1.239981,0.4300195,-3.49
"5793",-0.2050292,-0.4149902,-0.1449902,0.2650293,-0.1249902,-0.9749902,0.05499023
"5794",-0.3500488,-0.6300098,-0.2900098,0.05000977,-0.5500098,-0.8800098,-0.5000293
"5796",0.7049512,-1.21501,1.15499,-0.3849902,1.99499,-1.61501,-1.495029
"5797",-0.3150195,-1.064981,-0.4149805,0.995039,0.2050195,-1.354981,-0.775
