"","V23","V56","V59","V60","V61","V62","V63","V64"
"4435",-0.45,0.77,0.5,0.29,0.42,0.09,1.84,0.52
"4438",0.565,-0.315,1.045,0.595,-0.055,1.155,0.565,0.435
"4439",0.63,-0.31,1.35,0.91,0.22,0.57,0.94,-0.19
"4440",0.19,0.46,0.74,0.91,0.29,0.51,0.75,0.22
"4443",1.08,1,0.11,-0.11,1.02,1.18,-0.6,0.37
"4444",1.48001,1.15001,0.3200098,0.5000098,1.18001,1.35001,-0.05999023,-0.3399902
"4445",2.11499,2.05499,0.6149902,0.6249902,1.63499,2.27499,-0.005009766,-0.03500977
"4446",2.08,3.06,0.19,1.63,1.75,0.57,0.55,1.22
"4448",0.9849902,0.7049902,1.02499,0.7249902,0.3149902,1.79499,0.6049902,1.90499
"4451",1.75,0.51,1.25,0.16,-0.26,0.77,1.39,0.81
"4452",1.375,0.375,0.475,0.005,-0.465,0.845,1.485,0.975
"4455",0.2250098,0.7950098,1.27501,0.1250098,1.29501,0.9850098,1.38501,0.6350098
"4457",-0.42,0.62,-0.1,0.01,0.21,0.87,0.21,1.11
"4463",9.765625e-06,0.2900098,0.7900098,0.2500098,0.2200098,0.3800098,0.02000977,0.5300098
"4477",0.1200195,-0.2299805,-0.05998051,0.1100195,-0.2699805,0.1300195,0.03001949,0.3800195
"4480",0.07,0.7,0.85,1.05,0.84,0.57,-0.06,0.38
"4484",0.01,0.75,-0.58,0.79,-1.01,0.13,0.59,-0.2
"4487",0.19,-0.35,0.01,0.23,0.95,0.55,0.7,-0.25
"4495",-0.125,0.105,-0.995,0.575,0.575,0.295,0.385,0.435
"4499",-0.1099902,0.8600098,0.3100098,0.2400098,0.1700098,0.2000098,0.4100098,-0.1299902
"4504",-1.26,0.04,1.58,0.56,0.7,0.75,0.94,0.03
"4508",-0.48,1.15,-0.02,0.01,1.27,0.88,0.31,-0.05
"4509",-0.54,0.66,-0.17,0.16,1.18,0.78,0.78,-0.09
"4512",-0.205,0.605,-0.555,0.945,0.645,0.785,0.735,0.345
"4520",0.075,1.295,0.745,0.915,1.045,0.705,0.705,0.745
"4522",0.5,0.9,-0.25,0.59,0.25,0.21,0.07,0.09
"4525",0.04,1.77,-0.56,1.16,0.97,0.81,0.37,0.36
"4526",0.285,0.935,-0.175,0.945,0.715,0.345,-0.195,0.255
"4531",0.2100098,2.14001,0.03000977,0.9900098,2.04001,-0.4799902,-0.1099902,-0.8099902
"4532",0.260039,1.650039,0.840039,0.520039,1.630039,0.910039,0.690039,0.510039
"4534",0.095,0.835,0.245,1.035,0.575,0.215,0.605,-0.295
"4535",-0.91,0.98,-0.46,0.49,0.19,0.47,0.05,1.05
"4541",-0.8475,1.2425,0.2925,-0.0775,0.7425,0.5325,0.2325,0.7725
"4548",-0.07000977,0.9899902,-0.09000977,-0.2100098,0.2999902,0.7999902,0.5899902,0.2499902
"4551",-0.925,0.615,0.795,1.135,0.435,1.355,-0.185,1.195
"4552",-0.425,0.755,0.455,0.565,0.115,0.975,-0.085,0.755
"4553",-0.2449902,0.4350098,-0.02499023,-0.1849902,-0.1449902,-0.3749902,0.2350098,0.5450098
"4554",0.365,0.755,0.135,-0.225,-0.265,-0.435,0.195,0.835
"4555",-0.29,0.62,-0.25,-0.1,-0.39,-0.24,0.18,0.26
"4557",0.07500977,0.09500977,-0.3349902,-0.5249902,-0.7049902,-0.3049902,0.03500977,-0.3449902
"4558",-0.615,0.805,-0.005,-0.515,-0.785,-0.055,-0.835,-0.235
"4561",0.285,1.555,0.045,0.025,0.525,-0.075,-0.215,-0.345
"4563",0.03499023,2.37499,0.07499023,-0.3350098,-0.2750098,0.1549902,-1.23501,-1.10501
"4570",0.185,0.065,-0.355,0.345,0.345,0.045,0.555,-0.325
"4571",0.565,-0.005,0.025,-0.035,-0.055,-0.405,0.115,-0.185
"4572",0.4250098,0.09500977,-0.1349902,0.7950098,0.1050098,0.1750098,0.3050098,-0.1849902
"4574",0.255,-0.055,0.225,0.345,-0.335,0.485,0.155,0.725
"4575",0.145,0.665,0.165,-0.305,0.175,-0.685,-0.135,0.605
"4576",0.2799902,0.1399902,0.009990234,-0.2800098,0.3199902,-0.4200098,-0.07000977,0.7699902
"4577",-0.14,-0.14,5.20417e-18,0.42,0.1,-0.22,0.15,-0.02
"4590",0.025,-0.085,0.605,0.745,0.315,0.655,0.245,0.065
"4596",-0.405,0.235,-0.255,0.595,0.615,0.855,0.835,0.885
"4601",-0.25,0.01,0.15,-0.24,0.27,0.71,0.41,0.11
"4602",-0.1450098,-0.09500977,-0.3250098,-0.1050098,0.4749902,0.8649902,0.2349902,0.3549902
"4603",0.12,0.03,0.19,-0.41,0.07,0.39,-0.06,0.13
"4611",0.25,-0.39,-0.25,-0.39,0.03,0.38,0.48,0.61
"4613",0.47,0.6,0.3,-0.38,0.32,-0.12,6.925341e-18,-0.43
"4615",0.74,0.34,-0.03,-0.38,0.16,-0.05,0.02,-0.13
"4616",0.16,0.42,-0.03,-0.61,0.19,-0.38,0.24,0.17
"4617",0.435,1.135,-0.465,0.285,0.465,0.255,0.685,0.135
"4620",0.3900195,0.4100195,-0.08998051,-0.01998051,0.07001949,0.6900195,0.08001949,0.2100195
"4623",0.68,0.61,0.06,0.13,-0.02,0.15,0.16,0.32
"4624",-0.04,1.17,-0.17,0.42,-0.18,0.57,0.78,0.4
"4625",-0.3749902,0.8750098,0.3350098,0.01500977,-0.1849902,0.3550098,0.1950098,0.07500977
"4627",0.3999902,0.2899902,-0.2200098,-0.08000977,0.04999023,0.1599902,0.6299902,0.5299902
"4629",0.43,-0.19,0.75,-0.17,0.68,0.99,-0.28,-0.7
"4632",0.28,0.42,0.66,1.36,0.64,1.17,0.31,0.39
"4633",0.21,1.4,0.72,0.47,0.53,0.67,-0.3,0.02
"4638",0.595,1.565,0.535,-0.105,0.185,0.565,0.705,0.455
"4645",0.8,1.09,-0.47,0.83,1.21,0.83,-0.2,0.33
"4658",-0.715,1.765,0.975,0.805,-0.265,0.735,-0.725,0.265
"4664",-0.665,1.235,0.675,-0.045,0.725,0.665,0.075,-0.655
"4671",-1.14001,1.11999,0.7199902,1.14999,0.7899902,1.61999,0.8199902,0.9899902
"4672",-1.05501,0.05499023,0.6949902,1.32499,-0.1850098,1.29499,1.07499,-0.3850098
"4675",-0.4,0.68,0.33,-0.23,-0.01,0.06,0.68,-0.74
"4677",-0.8575,0.5525,0.3525,-0.6775,0.1625,-0.0175,-0.2275,-0.5775
"4678",-0.705,0.805,-0.215,-0.085,0.295,0.015,0.565,-0.555
"4680",-0.895,0.695,0.975,-0.295,-0.155,0.275,0.035,0.165
"4684",-0.7099805,0.3300195,0.3300195,0.2800195,0.3700195,0.1100195,-0.1099805,-0.3399805
"4685",-0.4375,0.0625,-0.0775,-0.5975,0.0925,-0.0175,0.0825,-0.0375
"4686",-1.53,0.17,0.5,-0.31,-0.03,-0.12,0.36,0.57
"4687",0.3450195,0.8050195,1.125019,0.3950195,0.3250195,0.03501949,0.9650195,0.4050195
"4689",-1.35,0.3,-0.35,-0.45,0.11,-0.31,0.75,-0.13
"4694",-0.49,0.74,-0.05,-0.46,-0.03,-0.23,0.24,0.1
"4698",0.31,2.06,2.36,1.7,0.71,-0.01,0.01,-0.16
"4709",-0.05,0.12,1.1,0.04,0.29,0.82,-0.22,0.44
"4721",0.305,-0.255,0.905,0.745,-0.495,0.795,0.645,-0.035
"4725",0.2800195,0.3700195,0.8300195,0.2600195,0.1800195,0.7400195,-0.2999805,-0.01998051
"4727",0.61,-0.66,-1.02,-0.44,-1.09,0.1,1.28,0.06
"4728",0.6799902,-0.3300098,-0.4800098,0.1699902,-0.4700098,-0.3800098,0.2299902,-0.1000098
"4734",1.01499,-0.9450098,0.3749902,0.7149902,0.1949902,0.3549902,-0.1350098,0.2749902
"4738",0.265,-0.455,1.405,3.095,0.105,0.965,-0.235,0.445
"4739",0.25,-0.55,0.42,1.33,0.23,-0.13,0.22,0.56
"4740",0.12,-0.77,3.469447e-18,0.42,0.01,0.03,0.52,0.32
"4741",-0.075,0.185,-1.065,0.845,0.095,0.405,0.655,0.685
"4744",0.3499902,0.3499902,0.3999902,1.06999,0.3799902,0.9799902,0.9099902,0.1099902
"4749",0.21,-0.47,-0.31,0.12,0.16,0.16,-0.02,-0.1
"4750",0.8725,-0.2175,-0.1175,0.2325,-0.0675,-0.0475,-0.1575,-0.3775
"4752",1.035,-0.165,0.065,0.415,-0.325,0.325,-0.235,-0.605
"4761",0.1100098,0.4400098,-0.6399902,0.1800098,0.01000977,-0.2399902,-0.1699902,-0.1599902
"4763",0.615,0.065,-0.015,0.245,0.175,0.395,0.345,-0.285
"4766",-0.375,0.335,-0.655,0.425,0.215,0.005,0.305,0.005
"4769",0.46,0.06,-0.35,0.61,-0.31,0.2,0.12,1.52
"4772",-0.045,0.375,-0.015,-0.525,0.545,-0.585,-0.415,-0.715
"4774",0.5100195,0.02001953,-0.3499805,0.01001953,0.1000195,0.01001953,0.4600195,0.1200195
"4778",0.275,-0.155,-0.385,-0.095,0.715,-0.055,0.125,0.995
"4785",-0.4700098,-0.1500098,-0.3900098,-0.1700098,-0.2800098,-0.09000977,0.1899902,0.4299902
"4787",0.1,0.48,0.36,0.1,0.02,0.28,-0.06,-0.5
"4793",-0.02500977,0.2349902,0.5749902,-0.7850098,-0.3750098,0.3549902,-0.4150098,0.09499023
"4797",0.065,0.305,0.765,0.185,-0.235,0.725,-0.285,0.415
"4801",0.445,0.885,-0.005,-0.405,0.375,0.155,0.785,0.525
"4806",0.2025,-0.0775,1.4425,0.0325,-0.1075,-0.2175,0.0025,0.4025
"4830",-0.105,0.005,-0.225,-0.395,0.095,-0.045,-0.145,0.405
"4836",0.1374902,0.4174902,0.1874902,0.2774902,0.2874902,-0.08250977,-0.08250977,0.6974902
"4837",0.175,0.015,0.295,-0.055,0.585,-0.125,0.365,0.125
"4838",0.5350195,-0.1349805,-0.1049805,-0.3549805,0.5050195,-0.2149805,0.5350195,0.1650195
"4842",0.28,0.24,-0.51,-0.46,-0.08,0.06,0.62,0.3
"4848",-0.004980507,0.6950195,0.3250195,-0.1049805,0.3750195,0.1850195,0.4850195,0.6250195
"4854",-0.385,0.255,-0.225,0.515,-0.015,0.445,-0.115,0.385
"4855",0.1100195,-0.2399805,-0.05998051,-0.6699805,-0.1399805,-0.009980507,-0.3599805,-0.09998051
"4862",-0.2649805,0.2750195,0.1850195,-0.1849805,0.05501949,0.3250195,-0.3049805,0.4150195
"4863",-0.3950098,0.4449902,0.1649902,-0.5750098,0.3749902,0.2549902,0.9549902,0.6149902
"4864",-0.225,0.505,0.415,-0.385,0.445,-0.125,0.585,-0.045
"4870",-0.355,1.355,0.225,-0.635,-0.045,0.135,-0.345,-0.465
"4871",-1.164981,0.1650195,0.5850195,-0.03498051,-0.2649805,0.1950195,-0.4049805,0.3250195
"4875",0.34,0.91,0.88,-0.56,-0.09,-0.81,-0.2,-1.3
"4876",0.395,-0.465,0.235,-0.605,-0.435,-0.055,0.645,-0.125
"4877",0.62,-1.734684e-18,0.69,-0.06,0.14,-0.2,-0.09,-0.09
"4881",0.12,-1.02,0.81,-0.4,0.07,-0.5,-0.82,-0.27
"4894",-0.03,-0.19,0.92,0.95,0.49,-0.22,0.49,0.49
"4896",0.695,0.005,-0.105,-0.215,0.095,0.835,0.305,-0.055
"4897",0.72,-0.16,0.01,-0.05,0.27,0.71,0.27,0.23
"4902",-0.1750098,0.4449902,0.4849902,0.09499023,0.9549902,0.5749902,1.56499,-0.1350098
"4906",-0.165,0.045,0.435,-0.325,-0.485,-0.065,-0.535,-0.115
"4910",-0.1499805,-0.04998051,0.3600195,0.5100195,0.4200195,-0.7599805,0.2300195,0.6600195
"4913",-0.6850098,0.3949902,0.1849902,0.2549902,0.5649902,-0.08500977,0.2949902,0.2449902
"4914",-0.1099805,2.050019,-0.4499805,1.430019,0.6400195,0.2200195,1.94931e-05,0.3300195
"4917",-0.075,0.475,-0.075,-0.145,-0.025,-0.335,-0.035,1.435
"4924",-0.525,0.735,0.215,-0.105,0.795,-0.045,0.595,-0.645
"4926",-0.7450098,0.5049902,0.5949902,-0.03500977,0.8749902,-0.05500977,0.2249902,-0.6350098
"4935",-0.3549805,0.1750195,0.04501949,0.2950195,-0.2049805,-0.2749805,-0.7449805,0.1450195
"4938",-0.2199805,0.8500195,0.02001949,0.5000195,1.000019,0.4500195,0.6100195,-0.3999805
"4943",0.215,-0.645,-0.095,0.495,-0.005,0.045,-0.465,-0.265
"4956",0.02,0.06,-0.37,0.09,-0.2,0.62,-0.69,0.08
"4961",0.01,-0.07,-0.68,0.23,-0.06,-0.25,0.59,0.3
"4966",-0.3999902,0.5200098,-0.3099902,0.2200098,0.08000977,0.2200098,0.2000098,-0.06999023
"4970",-0.095,0.265,-0.595,-0.135,-0.155,-0.285,0.675,-0.095
"4974",-0.1849902,0.2550098,-0.9349902,-0.2349902,-0.9549902,-0.3749902,0.1850098,-0.1249902
"4975",-0.05499027,0.8150097,-0.1049903,0.3950097,0.04500973,0.7750097,0.2750097,-0.2149903
"4978",-0.255,-0.475,0.395,0.175,-0.165,0.625,0.675,0.465
"4984",0.96,-0.65,-0.39,-0.84,-0.05,0.45,0.53,-0.08
"4985",-0.045,0.095,-0.015,-0.515,-0.195,-0.375,0.465,-0.185
"4989",-0.325,0.515,-0.265,-0.375,0.245,0.495,0.035,-0.705
"4990",-1.225,-0.305,0.395,-0.805,-1.215,-0.275,-1.085,-1.135
"4995",-0.3699902,0.9000098,-0.1699902,-0.2399902,0.2000098,0.04000977,1.17001,-0.6799902
"4996",-0.1225,0.7475,0.6175,0.0775,0.4375,0.1475,0.8875,-0.5025
"4999",0.08001949,0.5000195,1.020019,0.5100195,0.7400195,0.4000195,1.040019,0.1200195
"5005",-0.085,0.405,0.695,0.175,0.035,-0.045,0.585,-0.215
"5007",-0.04,0.36,0.95,-0.25,0.01,-0.11,-0.02,-0.93
"5009",0.135,0.215,0.705,-0.415,-0.025,-0.115,0.225,-0.545
"5010",0.145,0.065,0.295,-0.475,-0.025,-0.495,0.455,-0.405
"5013",-0.095,-0.275,0.095,-0.375,-0.045,-0.485,0.515,-0.375
"5014",-0.94,-0.28,0.39,-0.23,0.19,0.01,0.27,-1.16
"5018",0.05,0.56,-0.12,-0.49,0.81,-0.21,0.06,-0.46
"5019",0.15,0.16,-0.16,-0.61,0.17,0.34,-0.37,-0.24
"5021",-0.005,-0.025,0.655,0.135,0.485,0.495,0.425,0.595
"5025",0.7000098,-0.2699902,-0.02999023,-0.5799902,-0.1199902,-0.1499902,-0.2799902,-0.5199902
"5026",-0.11,-0.67,1.02,0.36,0.13,0.19,0.33,-1.18
"5027",0.1374902,0.4074902,1.02749,0.02749023,0.3674902,-0.05250977,0.2574902,-0.6725098
"5033",-0.1550098,-0.005009766,-0.6750098,0.1449902,0.3149902,-1.34501,0.06499023,0.4149902
"5034",0.4900098,0.5200098,-0.5799902,0.1900098,-0.01999023,-0.6899902,0.1100098,0.2100098
"5036",0.2600098,-0.05999023,0.3300098,0.8300098,0.03000977,-0.2699902,-0.05999023,0.3200098
"5044",-0.115,0.335,-0.795,-0.245,-0.685,-0.635,0.705,-0.225
"5049",-0.115,-0.265,-0.235,-0.355,-0.385,-0.275,0.745,-0.495
"5050",0.4625195,-0.5074805,-0.1674805,-0.5474805,-0.8674805,-1.057481,0.3025195,-0.6374805
"5067",-0.08000977,0.009990234,-0.3200098,0.6699902,0.1099902,0.08999023,-0.5200098,0.01999023
"5070",0.085,-0.345,-0.525,0.115,-0.425,-0.285,-0.045,-0.395
"5071",-0.355,-0.525,0.365,-0.235,0.175,-0.165,-0.365,-0.075
"5072",-0.7,0.94,-0.05,-0.31,0.69,-0.42,-0.04,-0.19
"5079",-0.3350195,-0.2650195,-0.6950195,-0.3550195,-0.1750195,0.3949805,0.04498047,0.04498047
"5089",0.495,0.315,-0.065,-0.285,0.585,-0.465,0.755,0.455
"5092",-0.03249023,0.04750977,-0.8124902,-0.03249023,1.02751,0.5575098,-0.3724902,-0.1924902
"5096",0.035,-0.455,-0.155,-0.165,-0.515,-0.875,0.125,0.305
"5097",-0.035,-0.735,-0.265,0.115,-0.515,-0.595,0.125,0.255
"5099",0.1750195,-0.1549805,-0.4949805,-0.4049805,-0.4449805,-0.3349805,0.2050195,-0.2549805
"5105",-0.4025,-0.2825,-0.3525,-0.2225,-0.3725,-1.0025,-0.3025,-0.2225
"5106",0.125,-0.575,0.055,-0.475,-0.235,-1.115,-0.525,-0.415
"5109",-0.3249805,-0.1149805,-0.2349805,0.1850195,-0.1849805,-1.094981,-0.4749805,0.4150195
"5119",-0.36,-0.47,-0.76,0.34,-0.28,-0.23,0.53,-0.43
"5120",-0.8199805,0.05001949,-0.6499805,0.1400195,-0.2499805,-0.8599805,0.3800195,0.02001949
"5121",-0.5999902,-0.5299902,-0.3599902,0.1300098,-0.04999023,-0.8999902,0.1700098,0.2900098
"5122",-0.6799805,0.4400195,-0.7299805,-0.06998051,-0.1599805,-0.4899805,0.3300195,0.5900195
"5125",-0.47,0.07,-0.44,0.82,0.25,-0.41,-0.31,0.94
"5128",-0.47,0.23,0.69,0.94,-0.25,-0.18,-0.46,0.02
"5129",0.0225,0.0025,0.0825,-0.2375,-0.6775,-0.9775,0.1025,0.1425
"5131",-1.005,-0.245,0.325,-0.085,0.065,-1.055,-0.985,-0.705
"5132",-0.9349805,-0.5549805,0.3250195,0.2350195,-0.2749805,-0.7349805,-0.2749805,0.5650195
"5140",-0.67,-0.23,-0.59,-0.58,-0.46,0.29,0.55,-0.68
"5141",-0.31,-0.48,-0.36,-0.3,-0.74,-0.67,-0.45,-0.47
"5148",0.4400097,-0.5799903,-0.3399903,-0.5599903,-0.7199903,-0.5399903,-0.8899903,-0.9899903
"5154",0.325,-0.085,-1.015,-0.315,-0.695,-0.325,0.545,0.145
"5157",0.095,0.025,-0.085,-0.415,-0.545,-0.035,-0.505,-0.325
"5163",0.44,-0.15,-0.69,0.01,-0.49,-0.62,0.03,-3.469447e-18
"5166",0.3300098,-0.3899902,-0.4899902,0.3300098,-0.1399902,0.1900098,-0.009990234,0.06000977
"5167",0.035,-0.635,-0.085,0.305,-0.375,-0.335,-0.335,-0.125
"5168",0.3400098,-0.1799902,-1.06999,-0.6199902,-0.4099902,-0.2799902,0.3400098,-0.2399902
"5170",0.4899902,-0.1100098,-0.1900098,-0.2700098,-0.4000098,0.2399902,0.2499902,0.2499902
"5172",0.4150195,-0.07498051,-0.1449805,-0.2749805,-0.4149805,-0.4049805,-0.4949805,0.2150195
"5173",-0.375,0.595,-0.025,0.145,0.125,0.025,0.575,0.285
"5175",-0.2050098,1.01499,0.7149902,0.1549902,-0.3450098,0.8249902,-0.08500977,0.07499023
"5178",0.4199902,0.1699902,-0.4400098,0.3899902,0.2399902,-0.02000977,0.03999023,-0.2200098
"5180",1.055,-0.135,-0.175,-0.125,-0.405,-0.905,0.775,-0.255
"5184",0.175,0.115,-0.635,-0.085,0.155,-0.305,-0.415,-0.385
"5188",0.2800098,-0.6599902,0.5400098,-0.9799902,-0.5399902,-0.2999902,-1.06999,-0.09999023
"5193",-0.535,-0.115,-0.335,-0.575,-0.165,0.135,0.065,-0.125
"5194",0.05,0.61,-0.38,0.07,-1.97,-0.84,-0.45,0.17
"5202",0.42,0.39,0.06,-0.35,0.27,0.19,0.25,-0.21
"5206",-0.55,0.04,0.15,-0.14,0.26,-0.07,-0.43,0.34
"5207",-0.69,-0.6,0.03,-0.81,0.4,-0.2,-0.06,0.13
"5208",0.005,0.115,-0.815,-0.775,-0.395,-0.755,0.235,-0.255
"5218",0.405,0.595,-0.685,-0.035,-0.335,0.215,0.275,0.255
"5219",0.005,0.435,-0.465,-0.205,-0.005,0.335,0.355,0.785
"5221",1.74,-1.46,0.25,-0.36,-0.1,0.17,-0.55,-0.16
"5227",0.555,0.275,-0.035,-0.675,0.035,-0.005,0.035,-0.145
"5230",-0.07,-1.74,0.47,0.02,0.14,-0.04,-0.26,-0.3
"5234",0.2800098,0.6300098,0.3800098,0.7600098,-0.1199902,-0.7999902,0.06000977,-0.3599902
"5235",-0.645,0.275,0.525,0.625,-0.175,0.285,-0.455,-1.595
"5236",3.482999e-18,-0.6,0.69,-0.42,-0.3,-0.56,-1.49,-3.455894e-18
"5240",0.2949902,-0.5850098,0.5449902,0.06499023,-0.6150098,0.5349902,-0.03500977,-0.4750098
"5241",-0.2149805,0.3950195,-0.6949805,0.6450195,0.06501949,0.7150195,0.3950195,-0.3849805
"5248",-0.03500977,0.3249902,-0.1150098,0.04499023,0.1649902,0.09499023,-0.5550098,-0.02500977
"5266",-0.12,-0.8,0.1,0.08,-0.16,0.32,0.44,-0.13
"5273",2.235,-0.555,2.045,0.735,-0.265,1.695,-0.495,0.325
"5274",2.875,-0.425,2.225,1.545,-0.415,2.925,-1.155,0.805
"5276",3.985,-1.815,3.685,2.505,-0.305,3.715,-1.685,1.845
"5280",0.7750195,-0.4349805,0.1250195,1.025019,-0.1949805,0.1550195,0.3550195,0.07501949
"5282",0.8199902,-0.5500098,0.05999023,0.8899902,-0.07000977,-0.02000977,0.3499902,0.03999023
"5285",0.325,0.085,-0.455,0.805,-0.155,0.205,0.515,-0.345
"5291",0.27,-0.04,-0.01,-1,-1.14,-1.03,-0.05,-0.9
"5296",-0.22,0.63,0.01,0.42,-0.1,0.44,0.14,0.94
"5301",0.38,-2.07,-0.39,-0.18,-0.67,-0.09,-0.21,-0.66
"5304",0.36,-0.38,0.26,-0.39,-0.32,-0.38,1.32,-0.23
"5305",0.635,-0.405,0.805,-1.085,-0.755,-0.605,2.005,0.065
"5308",-0.185,-0.345,-0.155,-0.015,-0.585,-0.565,-0.315,0.025
"5310",-0.345,-0.045,0.325,0.415,-0.535,0.475,0.175,-0.165
"5315",0.2625,0.9925,0.7825,0.4625,0.1725,0.2925,0.8125,-0.1775
"5316",0.275,0.855,0.975,0.475,0.185,0.405,0.825,-0.075
"5319",-0.08,-0.48,6.938894e-18,0.81,-0.35,0.2,0.01,0.32
"5320",-0.5400098,-0.6900098,-0.7200098,-0.6500098,-0.5000098,-0.3200098,-0.6500098,-0.1800098
"5321",0.1450098,-0.4649902,-0.6449902,-0.03499023,-0.8349902,-1.04499,-0.7849902,0.5350098
"5323",0.1375,-1.0225,-0.4825,-0.0025,-1.0125,-0.9925,-1.3225,0.4175
"5340",-0.2800098,-0.01000977,-0.5200098,0.7999902,1.21999,0.7899902,0.9399902,-0.1000098
"5341",-0.4824805,-1.112481,-0.5524805,-0.9724805,-0.4924805,-0.3724805,-0.6424805,-0.1824805
"5342",-0.805,-0.945,-0.975,-0.665,-0.575,-0.185,-0.695,-0.065
"5346",0.69,-0.78,-0.36,-1.19,-1.5,-1.02,-1.13,-0.74
"5350",-0.045,-0.615,-0.295,-0.235,-0.965,-0.675,-0.825,-0.085
"5352",0.54,-0.9,0.18,-0.61,-0.81,0.08,-0.46,0.01
"5355",-0.555,-0.475,-0.065,0.715,0.675,0.615,0.485,0.365
"5356",0.295,0.295,1.105,0.655,0.215,0.675,0.505,0.995
"5358",0.2599902,0.5799902,0.07999023,0.9699902,0.2699902,1.49999,0.3099902,0.6399902
"5361",0.445,-0.215,0.935,0.235,0.175,0.585,-0.375,0.675
"5371",-0.105,-1.225,1.255,-0.155,0.085,1.035,-0.285,0.645
"5375",-1.495,0.535,0.945,0.765,-0.085,1.865,-0.555,0.935
"5381",-1.61999,-1.56999,0.6600098,-0.2399902,-0.2299902,0.6800098,-0.07999023,0.3500098
"5390",-0.1225,0.5175,0.7875,1.5775,-0.1325,0.2475,-0.0125,0.8175
"5395",0.705,-0.595,0.405,0.255,-0.375,-0.095,0.175,0.005
"5404",0.41,-0.17,0.43,-0.12,0.25,-0.09,-0.07,-0.28
"5405",0.4,0.13,0.41,0.32,0.09,0.07,-0.17,0.71
"5407",0.29,0.17,0.11,1.26,0.42,-0.68,-0.03,-0.38
"5411",-0.285,0.795,1.935,2.255,0.365,1.635,1.415,-0.465
"5421",-0.6499805,0.2800195,0.7300195,0.7300195,0.02001949,-0.7399805,-0.08998051,0.1200195
"5426",-0.3650098,-0.3150098,0.3849902,-0.3450098,0.2849902,-0.6850098,0.5949902,0.02499023
"5427",-0.805,0.035,0.605,0.495,0.555,-0.245,0.375,0.375
"5439",-0.6449805,0.3450195,-0.4949805,-1.434981,-0.7949805,-0.1249805,-0.4049805,-1.074981
"5445",-0.265,-0.125,1.395,0.765,-0.005,0.985,0.965,1.015
"5446",-0.3025,0.3375,0.3675,0.0775,-0.4925,0.5675,-0.2525,-0.2325
"5450",-0.5200098,-0.4000098,-0.2700098,-0.8200098,-0.9500098,0.2899902,-0.1600098,-0.4300098
"5452",-0.325,-0.575,0.175,-0.565,-0.735,0.105,-0.565,-0.675
"5453",-0.6,-0.4,-0.45,-0.85,-0.78,0.18,-0.21,-0.63
"5454",0.205,-0.395,0.235,-0.905,-0.675,0.025,-0.425,-0.335
"5456",0.165,-1.095,-0.405,-0.305,-1.245,0.295,0.445,-0.685
"5460",0.5099902,0.5699902,0.5999902,-0.08000977,0.1899902,0.08999023,0.8399902,0.6199902
"5464",-0.71,-0.15,0.38,-0.09,-0.97,-0.29,-0.01,0.13
"5466",0.205,-0.145,0.525,0.255,-0.295,-0.045,0.005,-0.195
"5469",-0.095,0.685,0.655,0.675,-0.065,0.795,0.215,1.555
"5470",-0.245,0.335,0.975,0.985,0.325,0.415,0.475,0.355
"5487",-0.2049902,0.3750098,0.4150098,0.6650098,-0.08499023,0.3950098,-0.05499023,0.2550098
"5490",1.405,0.805,-0.445,1.225,-0.165,0.645,1.105,-1.495
"5491",0.4550195,0.8350195,0.2650195,0.8450195,0.3350195,1.065019,0.2050195,-0.08498051
"5492",0.21,0.6,-0.43,1.1,0.29,1.09,-0.04,0.25
"5497",-0.425,0.495,-0.095,0.505,0.425,-0.175,0.255,0.775
"5502",-0.08,-0.18,0.02,-0.35,-0.72,-0.24,-0.21,0.01
"5507",3.14001,0.2600098,9.765625e-06,-0.9699902,-0.7299902,-1.65999,9.765625e-06,-1.16999
"5515",0.2450098,-0.7449902,0.2350098,0.5250098,-0.1249902,0.04500977,-0.1849902,0.4750098
"5516",0.035,-0.815,0.075,0.355,-0.195,0.025,0.385,0.065
"5523",0.005,-0.575,-1.445,-0.775,-1.345,-0.655,-0.255,-1.675
"5530",0.415,1.165,0.165,0.615,0.185,-0.145,0.015,-0.405
"5532",-0.1149902,0.08500977,0.3250098,-0.3349902,-0.4349902,0.1150098,0.1150098,-0.6549902
"5534",0.2,0.26,-0.03,-0.64,-0.5,0.17,-2.38,-0.25
"5545",-0.535,0.735,0.235,-0.615,-0.025,-0.165,-0.185,-0.125
"5546",-0.51,0.54,0.14,-0.72,-3.469447e-18,-0.02,-0.35,-0.26
"5548",-0.57,-0.08,-0.22,-0.33,-0.07,-0.1,-0.15,-0.4
"5551",-0.29,-0.6,0.47,-0.42,0.04,0.25,0.02,0.21
"5553",-1.08,-0.82,0.37,0.03,-0.2,-0.36,-1.5,-0.13
"5554",-2.059981,-0.8899805,0.9500195,-0.7999805,-0.8399805,0.1700195,-1.329981,-1.599981
"5556",0.0575,-1.8925,0.2275,-0.6825,-0.6125,-0.5425,-1.7125,-1.1725
"5559",0.03,-1.68,-1.93,-2.96,-1.81,-1.53,-1.11,-0.2
"5576",-0.295,-0.795,-0.115,0.265,-0.705,0.115,0.335,-0.445
"5578",0.515,-0.665,-0.615,-0.475,-0.465,-0.085,-0.355,0.235
"5579",0.475,-0.935,-0.725,-1.565,-0.865,-0.015,-0.815,0.125
"5581",-0.4350098,-1.32501,-0.9650098,0.1749902,0.7449902,0.4849902,0.2149902,0.03499023
