"","V9","V10","V19","V31","V32","V33","V53","V54","V55"
"3753",0.03501949,0.6250195,-0.8349805,-0.2049805,0.07501949,0.370019493,-0.814961,0.1550195,0.2750195
"3767",-0.6450098,-0.4850098,-0.07500977,-0.03500977,-0.4450098,-1.180009766,0.01500977,0.2449902,0.2649902
"3776",-0.06499023,0.5550098,0.05500977,-0.004990234,-0.2149902,0.650009766,0.6150293,0.2750098,0.2150098
"3779",-0.64,-0.11,0.91,0.66,0.45,-0.485,1.01002,-0.57,0.15
"3792",0.1199902,-1.51001,1.29999,-0.2500098,0.1299902,0.694990234,-0.009990234,0.6899902,0.1399902
"3793",0.3950098,-1.61499,1.43501,-0.02499023,0.1150098,0.310009766,-0.2949707,0.4250098,0.1250098
"3795",-0.305,-1.335,1.455,-0.095,-0.215,-0.07,-0.5249805,0.475,0.585
"3798",-1.29501,-1.56501,1.17499,-0.06500977,-0.09500977,0.419990234,0.3150098,0.1549902,-0.4950098
"3799",-0.585,-0.815,2.305,0.165,-1.165,-0.82,-0.2749805,-0.125,-0.215
"3800",-0.715,-0.805,1.935,0.215,-0.255,-1.01,-0.1649805,-0.305,0.075
"3803",-0.6575,-0.5475,1.4425,0.1025,-0.3075,0.0175,-0.4274805,0.3225,-0.0375
"3807",-0.9925,-1.0225,1.0075,0.4475,0.1975,0.0025,-1.09248,-0.4425,0.1175
"3810",-1.17,-0.61,1.35,0.2,-0.06,-0.115,0.08001953,0.14,0.63
"3811",-0.8,-0.58,1.27,0.32,-0.16,-0.225,-0.07998047,0.46,0.88
"3812",-1.03499,-0.3749902,1.10501,0.3650098,-0.04499023,-0.039990234,-0.1349707,0.06500977,0.7050098
"3813",-1.0875,-0.6675,1.0725,0.3525,-0.1275,-0.0425,-0.1174805,0.4125,0.6625
"3815",-0.945,-0.795,1.115,0.285,-0.125,-0.1,0.1550195,0.095,0.775
"3816",-0.435,-0.655,0.705,0.005,-0.295,-0.6,0.2650195,-0.005,0.785
"3818",-1.04,-1.24,0.73,-0.03,-0.15,0.385,-0.7699805,0.16,0.66
"3822",-0.9249902,-0.3749902,0.9650098,0.01500977,-0.1449902,0.140009766,-0.0149707,-0.08499023,0.5450098
"3826",-3.39501,-0.4050098,1.24499,0.3549902,0.1249902,-1.090009766,-0.1249902,-2.15501,-2.30501
"3829",-3.58001,-0.3500098,1.25999,0.2899902,0.2099902,-2.485009766,0.04000977,-2.25001,-2.32001
"3845",0.255,-0.035,0.165,-0.225,0.285,-0.57,0.9950195,-0.225,-0.785
"3848",-0.47,-0.06,0.1,0.17,-0.96,-1.645,0.3600195,-1,0.27
"3857",-0.505,-1.175,0.555,0.295,-0.025,-0.17,-0.1949805,-0.135,-0.465
"3859",-0.08,-0.24,0.74,0.1,-0.22,-0.425,-0.5599805,0.49,1.01
"3860",-0.3850098,0.1849902,1.22499,0.6049902,-0.4050098,0.209990234,-0.1049902,-0.1350098,0.3449902
"3863",-0.3799805,-3.369981,0.4300195,-0.2599805,-0.1999805,1.025019493,0.510039,-0.9699805,-3.359981
"3865",0.405,-2.985,0.105,-0.275,-0.335,0.24,0.1250195,-0.005,-4.295
"3866",0.015,-0.705,0.305,-0.415,-0.255,0.43,-0.2549805,-0.295,-0.985
"3868",0.14,-3.6,1.32,-1.77,-1.04,2.005,0.7400195,1.72,-3.59
"3869",0.1300098,-0.7399902,1.77001,1.24001,-0.5299902,-0.014990234,-0.0899707,-1.01999,-0.9999902
"3874",0.02001949,0.9200195,0.9100195,-0.09998051,0.4400195,0.355019493,-0.279961,0.2300195,0.4400195
"3882",-0.025,0.535,2.415,0.025,-0.315,-0.31,0.06501953,-0.395,-0.605
"3889",-0.18,1.02,1.05,-0.3,-0.13,-0.725,0.1400195,-0.56,-0.23
"3891",-0.685,0.115,0.005,-0.065,0.225,-0.78,-0.1949805,0.685,-0.115
"3897",0.0425,1.2625,-0.3975,-0.1475,-0.1675,-1.0425,-0.4774805,0.0525,-0.2275
"3910",-0.285,-0.045,0.175,-0.215,-0.275,-0.55,0.2050195,0.125,-0.155
"3921",-0.485,0.545,-0.385,0.085,0.075,-0.58,0.1150195,-0.405,-0.345
"3924",0.2074902,-0.6725098,0.4074902,-1.03251,-1.26251,-2.237509766,0.007509766,-0.4825098,-2.42251
"3929",-0.435,-0.025,0.475,-0.465,-0.005,0.07,-0.3549805,0.095,-0.965
"3936",-0.775,3.545,1.175,1.185,0.595,2.7,-0.2249805,-0.265,-1.505
"3944",-0.54,0.46,1.14,-0.37,0.7,0.585,-0.2399805,0.16,-0.24
"3945",-0.5199902,0.04000977,1.01001,-0.2799902,0.5900098,0.765009766,-0.1999707,0.2700098,0.02000977
"3949",-1.16,0.48,-0.65,1.39,1.04,0.585,1.55002,-0.88,-1.8
"3964",-0.92,0.38,-0.9,-0.32,-1.36,-1.315,0.7300195,-0.69,-0.88
"3966",-0.605,-0.055,-0.215,-0.035,-0.125,-1.15,0.3550195,-0.065,0.045
"3967",-0.01,-0.38,0.64,0.82,-0.12,0.235,1.30002,-0.06,-1.01
"3979",0.105,0.035,-1.375,-0.235,1.835,1.48,1.23502,-0.365,0.045
"3982",-0.205,0.435,0.325,0.705,0.575,0.85,1.26502,0.665,-0.695
"3991",-0.74,0.76,-0.3,-0.17,0.1,0.305,0.6400195,-3.970467e-23,-0.16
"3992",-0.655,0.665,-0.335,0.035,0.115,0.23,0.5850195,-0.085,0.045
"3998",-0.8000098,0.08999023,0.6499902,0.9999902,0.7399902,-0.435009766,-0.1699902,-0.3200098,-0.3000098
"3999",-1.125,-0.035,0.435,0.865,0.485,-0.59,-0.2249805,-0.285,-0.455
"4000",-0.825,0.005,0.685,0.715,0.235,-0.79,-0.04498047,-0.275,-0.455
"4008",-0.66,-0.49,-0.15,1.08,0.04,-0.295,0.06001953,0.29,-0.44
"4011",-0.24,-1.08,-0.65,1.37,2.775558e-17,-0.535,0.2700195,-0.25,0.19
"4014",-0.085,0.165,-0.215,0.145,0.165,0.04,0.7150195,0.305,-0.205
"4016",0.13,-0.25,-0.72,0.23,0.36,-0.325,0.7600195,0.03,0.16
"4017",-0.16,0.15,-0.82,-0.01,0.11,0.735,-0.1499805,0.3,0.7
"4019",-0.06,-0.03,0.58,-0.67,0.2,0.225,0.2500195,-0.38,0.71
"4022",0.009990234,0.2099902,-0.2400098,-0.3400098,0.5899902,0.164990234,0.01000977,-0.1200098,0.4499902
"4026",-0.2100098,-0.4300098,0.009990234,-0.06000977,0.2399902,0.114990234,0.9100098,0.2499902,-0.6300098
"4034",0.385,-0.275,-1.145,0.385,0.135,0.98,0.4050195,0.135,0.595
"4045",0.855,0.805,-0.165,0.135,0.035,0.05,0.2250195,0.005,0.625
"4049",-1.10001,-1.05001,0.6999902,0.5999902,-0.8800098,2.404990234,1.59001,-0.5100098,-1.65001
"4051",-0.07,0.53,-0.39,0.92,0.15,0.555,0.8000195,-1.87,-0.51
"4055",-0.12,-0.38,0.05,-0.12,-0.28,0.055,0.2600195,0.16,-0.76
"4062",0.965,-1.725,-0.085,-0.355,-0.155,2.1,-0.2849805,0.615,2.465
"4066",-0.5949805,-1.264981,0.6250195,0.4050195,0.9050195,-0.159980507,0.435039,-0.6349805,0.2450195
"4067",0.3150195,-0.8649805,0.2450195,-0.2549805,1.045019,0.740019493,-0.874961,0.08501949,0.5350195
"4072",0.245,-0.465,-0.715,0.035,-0.075,1.5,0.4150195,-0.195,-0.985
"4083",0.005,-0.035,0.475,-0.615,-0.605,-0.2,0.06501953,0.265,-0.085
"4084",-0.13,0.17,0.49,-0.62,-0.67,-0.285,0.04001953,0.05,-0.25
"4086",-0.145,-0.665,0.925,-0.745,-0.235,0.21,-1.01498,0.625,-0.415
"4088",0.42,-1.32,-0.86,0.15,0.08,0.015,0.1700195,-0.28,-0.51
"4093",0.585,-0.765,2.825,-0.915,-1.645,2.09,-2.87498,-1.245,-2.605
"4100",-0.085,-0.735,-1.545,-1.255,-0.215,-1.01,-1.37498,-0.105,0.305
"4108",0.215,0.165,0.325,-0.155,-0.045,0.03,-0.1849805,-1.185,-0.635
"4124",-0.135,0.075,-0.005,-0.105,-0.105,-0.02,0.3850195,-0.035,-0.455
"4128",-0.3025,0.2975,-0.5625,0.0775,-0.2425,-0.4975,0.9775195,-0.7425,-0.4325
"4132",-0.12,-1.52,0.37,-0.34,0.71,-0.115,0.09001953,0.41,-0.08
"4135",-0.09,-0.64,-0.41,-0.67,0.15,-0.125,-0.2199805,-0.38,-0.72
"4142",0.3,-0.86,0.11,-0.34,-0.29,-0.625,0.4300195,0.3,-0.75
"4147",-0.09,-0.26,0.53,0.37,-0.03,-0.075,-0.1199805,0.66,0.64
"4148",0.02,-0.24,1,0.27,0.2,0.275,-0.4999805,0.4,0.71
"4150",-0.095,-0.235,0.395,-0.115,0.265,1,-0.5849805,-0.005,-0.255
"4151",-0.1499902,-0.5299902,0.4000098,-0.1699902,0.08000977,0.745009766,-0.5999707,0.2400098,-0.7099902
"4152",-0.045,-0.405,0.345,-0.205,0.005,0.53,-0.7749805,-0.145,-0.235
"4164",-1.355253e-20,0.43,0.9,0.18,-0.3,-0.165,-0.5899805,-0.04,0.15
"4168",-0.17,0.73,0.76,-0.08,-0.29,0.315,-0.4299805,0.15,0.21
"4172",-0.45,-2.13,0.4,-0.34,-0.12,-1.025,-0.1799805,-0.81,-0.51
"4185",0.4949902,0.02499023,-0.8050098,-0.02500977,0.5349902,-0.030009766,-0.5249902,-0.1650098,0.1049902
"4188",0.015,-0.275,-0.395,0.685,-0.365,-1,-0.07498047,-0.295,-0.685
"4189",-0.035,-0.005,-0.735,0.545,-0.085,-0.16,0.03501953,0.055,-1.035
"4190",-0.1325,-0.8325,-0.6125,-0.0825,0.0775,-0.9975,0.01751953,-0.0125,0.2075
"4191",-0.17,-0.65,-1.26,-0.47,-0.17,-0.075,-0.07998047,-0.12,0.03
"4193",-0.26,-0.98,1.387779e-17,-0.08,-0.1,-1.015,-0.1999805,0.11,0.21
"4194",-0.39,-1.96,-0.55,-0.21,-0.25,-1.555,-1.13998,-0.45,0.31
"4202",-0.54,-0.69,-0.44,0.03,-1.13,-0.695,0.6600195,-0.4,-0.14
"4203",0.035,-0.175,-0.325,0.065,-0.005,-0.62,0.2250195,-0.365,0.195
"4205",-0.125,-0.575,-0.495,0.095,-0.165,-0.58,-0.2049805,-0.375,0.565
"4206",-0.435,-0.915,-0.355,0.505,-0.315,-0.34,0.1750195,-0.435,0.165
"4209",-0.145,0.075,-0.705,0.645,0.415,-1.47,0.05501953,0.055,0.125
"4213",0.2199902,0.3099902,-2.23001,0.6999902,-0.2100098,1.354990234,0.01000977,-0.4700098,0.6099902
"4214",-0.4500098,-1.03001,-1.33001,0.4299902,0.1999902,0.114990234,0.5000098,-0.3100098,1.36999
"4215",-0.675,-0.865,-1.335,0.385,0.325,0.38,0.4150195,-0.275,1.465
"4216",-0.78,-1.12,-1.04,0.24,0.08,0.075,0.3700195,-0.34,1.2
"4218",-0.475,-0.765,-0.005,-0.015,0.265,1.35,1.16502,-0.485,1.295
"4220",-0.15,0.72,-0.92,0.43,-0.79,-0.325,0.6900195,-0.13,0.31
"4226",-0.16,0.04,-0.28,0.17,-0.27,-0.265,-0.1399805,-0.1,-0.92
"4231",0.49,0.06,-0.45,-0.01,0.09,-0.455,-0.2299805,0.14,-0.16
"4232",0.6775,0.2675,-0.0125,-0.4825,-0.1525,-0.0075,-0.6324805,-0.3025,-0.8225
"4234",0.4825,-0.6075,-0.7275,0.1225,-0.1475,-0.0325,0.5025195,-0.0675,-0.1775
"4237",-0.2999805,0.01001949,0.09001949,-0.05998051,-0.03998051,-0.394980507,0.140039,0.01001949,0.09001949
"4239",-0.16,-1.26,1.12,0.87,0.05,-0.205,0.3900195,0.31,0.94
"4241",-1.39,-0.94,3.06,0.81,0.34,1.115,-0.9699805,1.26,0.92
"4243",-1.274981,-1.794981,0.8250195,-0.2949805,-1.094981,2.350019493,1.775039,-1.134981,-1.974981
"4244",-1.164981,-1.774981,1.335019,0.005019493,-1.294981,3.360019493,2.095039,-1.904981,-3.084981
"4249",0.6049902,1.66499,1.58499,0.8149902,-0.02500977,1.099990234,-0.3049902,-1.54501,-1.32501
"4251",-1.925,-0.125,-0.315,0.055,-0.085,-0.3,2.35502,-2.145,-2.385
"4258",1.500019,-0.1799805,1.290019,0.1400195,0.4200195,0.105019493,-0.519961,1.170019,-1.369981
"4267",0.09,0.25,1.56,0.06,-0.81,-0.185,-0.8399805,0.44,-0.51
"4268",0.155,-0.195,1.155,-0.145,-0.235,0.27,-0.6149805,0.835,-0.065
"4274",-0.18,-0.79,0.11,0.48,-0.68,-0.275,1.01002,-0.41,-0.4
"4283",0.295,-0.295,0.155,-0.495,0.015,-0.16,0.01501953,0.455,-0.505
"4286",-1.07,-0.11,1.46,0.31,-0.8,0.475,-0.2899805,1.16,-0.79
"4289",0.1600293,3.810029,-1.219971,2.020029,-0.1499707,0.985029259,-0.6499512,2.990029,-1.459971
"4292",0.08,1.23,2.18,-0.22,-0.21,0.035,0.1800195,0.56,-0.6
"4297",-0.785,-0.415,-0.315,0.945,-0.215,-0.45,0.8850195,-0.675,-1.265
"4299",0.0125,0.0325,0.2725,0.3825,-0.2875,-0.0025,1.01252,-0.1375,-0.4675
"4302",-1.01,-0.41,-1.03,-1.11,-0.25,0.285,0.6400195,-0.54,-1.03
"4312",-1.61,-0.71,-0.28,-0.92,-0.32,-0.355,-0.6899805,-0.42,0.39
"4316",-0.1499805,0.4000195,0.4500195,-0.05998051,-0.5099805,-0.274980507,-0.159961,0.5600195,-0.4699805
"4321",0.295,-0.965,0.665,0.975,-0.465,-0.51,-0.6049805,-0.525,0.395
"4325",-0.42,-0.7,-0.41,0.13,-0.11,0.075,-0.6999805,-0.71,-0.63
"4332",-0.4499805,0.2500195,0.9900195,0.6100195,0.7200195,-0.434980507,-0.589961,0.4100195,0.6100195
"4337",-0.675,0.405,-0.145,-0.105,0.105,-0.16,-0.1249805,-0.755,-0.245
"4340",-0.18,-1.19,0.08,-0.09,-0.32,-0.725,-0.9899805,-1.23,2.25
"4341",-0.855,-1.745,0.205,-0.345,-0.435,-0.86,-2.22498,-1.725,3.145
"4342",0.8599902,0.4599902,1.18999,-0.2000098,0.01999023,-0.215009766,-0.3099902,-0.02000977,-0.5400098
"4343",0.885,0.165,1.205,-0.195,-0.515,0.04,0.02501953,-0.265,-1.425
"4346",-0.375,-0.065,2.655,0.475,0.105,1.52,-0.7849805,-0.755,-1.055
"4349",-0.3975,0.4225,0.7425,0.0325,0.3225,-0.3725,-0.4874805,-0.2075,-0.6175
"4353",-0.355,1.055,-2.925,-0.285,1.005,3.26,0.09501953,-0.595,-1.105
"4354",-0.6,0.49,-2.28,-1.05,0.27,3.915,-0.2599805,-0.08,-0.97
"4363",-0.27,0.21,0.35,-0.68,-0.82,-0.855,0.2700195,-0.18,-1.01
"4366",-0.245,-0.185,0.575,0.355,-0.885,0.9,-0.4249805,0.085,0.145
"4369",0.045,-0.355,-0.595,-0.405,-0.335,-0.65,0.2250195,-0.555,-0.685
"4370",0.09,-1.06,-0.17,-0.46,-0.42,0.205,0.6600195,-0.34,-0.17
"4371",-0.515,-0.895,1.505,0.535,-0.095,0.55,0.9450195,-1.445,-0.925
"4374",-0.52,0.83,-0.21,0.76,-0.3,0.105,0.07001953,0.17,0.49
"4377",-0.26,0.71,-2.34,-0.43,-1.02,-0.135,0.07001953,-0.05,-0.05
"4379",0.44,-0.28,0.13,-0.63,-0.36,-0.485,-0.4199805,-0.05,0.99
"4381",-0.135,0.685,0.195,0.705,0.195,0.05,1.09502,0.255,-0.095
"4382",0.1200098,0.5200098,-0.01999023,0.4400098,0.1500098,-0.164990234,0.6900293,0.06000977,-0.05999023
"4385",-0.2399805,-0.8599805,-0.5699805,-0.6199805,-0.4099805,-0.494980507,-0.689961,-0.07998051,-0.4399805
"4389",0.785,1.645,0.925,-1.005,0.145,0.07,-0.2149805,-0.385,-0.715
"4390",0.545,0.365,-0.595,0.065,0.775,-0.66,-0.3249805,-0.715,-0.485
"4391",0.705,0.695,-0.775,-0.125,0.945,-0.47,-0.4849805,-0.745,-0.175
"4394",0.7049902,-0.1150098,0.8949902,1.63499,0.1549902,1.489990234,-0.7949902,0.1849902,2.97499
"4397",-0.48,-0.48,0.14,-1.07,-0.26,-0.715,0.8600195,-1.34,-2.38
"4398",-0.12,-0.12,0.16,-0.93,-0.01,-0.595,1.11002,-1.43,-1.53
"4405",-0.3325,-0.6825,0.1075,-0.1425,-0.1225,-0.0075,-0.1524805,0.2775,-0.2225
"4407",-0.03,0.28,0.46,-0.02,0.37,1.995,-1.06998,0.98,-0.55
"4409",-0.02,0.87,-0.7,0.69,0.8,0.775,-0.3099805,0.43,-0.47
"4428",-0.735,0.855,0.615,0.445,0.195,0.15,0.8350195,-0.115,-0.385
"4432",0.92,0.42,-0.79,-0.18,-0.26,-0.875,-0.4499805,-0.19,0.62
"4435",0.28,1.1,-0.42,-0.1,-1.02,-0.685,-0.5999805,0.5,-1.08
"4438",0.575,1.195,1.235,1.185,0.335,0.36,-0.9349805,-0.365,-1.325
"4439",0.09,-0.04,-0.79,0.5,-0.29,-1.015,0.5600195,-0.25,-0.71
"4440",-0.09,0.03,-0.39,0.17,-0.15,-1.155,-0.2999805,-0.25,-0.45
"4443",0.74,-0.24,0.43,0.35,-0.66,0.315,0.8000195,0.02,-0.01
"4444",0.2100098,-0.7299902,0.8300098,0.2200098,0.1100098,0.495009766,1.210029,0.2900098,-0.1999902
"4445",0.5149902,-0.8950098,0.5649902,0.7249902,-0.4750098,1.149990234,2.01501,0.2749902,-1.45501
"4446",-0.18,0.11,1.14,0.56,-0.09,-0.405,0.6900195,-0.9,-0.46
"4448",0.7449902,-0.6850098,-1.29501,0.6049902,-0.3150098,-2.130009766,-0.2049902,1.66499,-1.37501
"4451",-0.03,-1.25,-0.06,-0.46,0.86,-0.075,0.5000195,-1.51,-1.8
"4452",0.315,-0.965,0.115,-0.395,0.735,-0.28,0.9650195,-1.305,-1.605
"4455",1.44501,-1.54499,-0.6949902,-1.36499,-0.7749902,-0.359990234,-0.5349707,-1.74499,-0.2749902
"4457",-0.43,-1.35,0.46,0.65,-0.25,0.155,0.1900195,0.64,0.2
"4463",0.1300098,-0.1799902,0.1800098,0.4900098,-0.5799902,-0.604990234,0.2500293,0.1800098,0.2800098
"4477",-0.05998051,0.2100195,0.3000195,-0.2799805,0.2800195,0.285019493,0.100039,-0.2099805,-0.6399805
"4480",-0.1,0.17,-0.98,1.71,1.43,0.625,0.7200195,1.14,0.04
"4484",-1.02,0.85,-0.36,1.32,0.02,0.435,0.01001953,0.97,0.14
"4487",-0.44,1.37,-0.83,0.29,0.25,0.375,-0.3999805,0.65,-0.28
"4495",-0.335,-0.385,0.725,-1.685,-0.175,0.14,0.6050195,0.455,-0.565
"4499",0.4300098,-0.1399902,-0.5999902,0.2200098,0.2300098,-0.374990234,-0.1199707,0.3700098,1.29001
"4504",-0.01,-1.91,-0.96,-0.37,-0.51,-1.795,-1.70998,-0.63,1.57
"4508",-0.41,0.72,0.12,0.24,-0.16,1.095,0.3300195,-0.28,-0.17
"4509",-0.39,0.33,0.63,3.469447e-18,-0.04,1.225,0.2900195,-0.46,-0.32
"4512",-0.905,0.835,-0.555,0.865,0.645,-0.34,0.4750195,-0.145,0.065
"4520",-0.335,0.605,-0.125,-0.265,-0.235,0.11,-0.6449805,-0.025,0.405
"4522",-0.37,0.05,6.505213e-18,-0.1,0.53,-0.065,0.1700195,0.25,-0.13
"4525",-0.38,0.57,-0.24,-0.17,0.32,-0.085,0.7100195,0.09,-0.04
"4526",-0.745,0.205,-0.485,-0.075,0.405,0.01,0.5850195,0.005,0.155
"4531",-0.9299902,-0.2699902,-1.50999,0.8300098,0.1200098,-0.184990234,0.0500293,-0.6499902,0.2900098
"4532",-0.629961,0.330039,-0.609961,-0.699961,-0.359961,0.435038986,0.4700585,-0.119961,1.110039
"4534",0.025,-0.805,-0.345,0.005,0.195,0.52,0.2250195,0.005,0.085
"4535",-0.35,-0.29,0.01,-0.37,-0.01,0.105,-0.1399805,-0.16,0.64
"4541",-0.0575,0.4125,0.0825,0.1425,-0.6975,0.0175,-0.2074805,0.3925,-0.4675
"4548",0.2299902,0.9599902,-1.03001,0.7499902,0.2699902,-0.015009766,-0.009990234,0.1099902,-0.8800098
"4551",-1.105,-0.115,0.375,-0.155,-0.395,0.16,0.2750195,0.085,-1.505
"4552",-1.865,-0.295,0.335,-0.175,-0.645,0.68,0.4050195,0.295,-1.065
"4553",0.2650098,-0.1649902,-1.16499,0.1950098,0.4150098,0.350009766,-0.5549707,0.2250098,0.3550098
"4554",0.295,-0.125,-0.745,0.405,0.375,0.79,-0.4649805,0.245,0.215
"4555",0.18,0.21,-0.58,0.31,0.21,0.385,0.08001953,0.26,0.01
"4557",-0.6349902,0.7250098,-0.1049902,0.03500977,0.3650098,0.510009766,-0.1949707,0.3550098,-0.6449902
"4558",0.155,0.055,0.055,-0.005,0.005,0.62,-0.05498047,-0.205,-0.485
"4561",-0.445,-0.195,-0.085,0.475,0.335,0.48,-0.06498047,0.215,0.065
"4563",-0.6050098,0.9749902,0.06499023,0.7849902,0.3449902,0.399990234,0.01500977,0.6149902,-1.27501
"4570",-1.165,0.695,0.165,0.205,0.785,1.16,0.6750195,0.465,-0.665
"4571",0.065,-0.305,-0.255,0.225,0.435,0.34,0.1750195,0.005,0.635
"4572",-0.2349902,-0.2649902,0.2550098,-0.08499023,0.7550098,0.760009766,0.8850293,0.6950098,0.3250098
"4574",0.155,-3.255,0.375,0.535,0.165,0.01,-0.3249805,1.005,0.165
"4575",0.255,-0.975,0.865,-1.095,-0.595,0.28,-0.2449805,-0.185,0.065
"4576",0.5199902,-0.7500098,0.9599902,-0.7300098,-0.3900098,0.194990234,-0.009990234,-0.2500098,0.2399902
"4577",-0.28,0.52,0.53,-0.92,0.02,0.565,0.3500195,-0.23,-0.14
"4590",-0.015,-0.915,-0.255,0.275,0.305,0.12,0.5150195,-0.075,-0.955
"4596",-0.115,-0.185,-0.185,0.935,0.655,0.69,0.5450195,0.365,-0.855
"4601",-0.01,0.81,-0.73,0.52,0.69,-0.085,0.1100195,0.47,0.08
"4602",0.2249902,1.09499,-0.6850098,0.5249902,0.8449902,0.259990234,0.005009766,0.2849902,0.1249902
"4603",0.17,0.54,-0.08,0.07,0.35,0.335,-0.04998047,0.32,0.27
"4611",0.21,-0.06,-0.63,0.16,-0.36,-0.485,0.8800195,0.77,-0.35
"4613",0.06,-0.23,-0.51,0.15,-6.925341e-18,0.545,0.6900195,0.39,-0.23
"4615",0.37,0.03,-1.19,0.25,0.32,-0.215,0.4600195,0.87,0.04
"4616",0.21,-0.14,-0.82,0.36,4.336809e-18,-0.575,0.4100195,0.55,-0.09
"4617",0.005,-0.165,-0.445,0.095,0.155,-0.43,1.96502,0.425,-0.465
"4620",0.1200195,0.2000195,-0.4599805,-0.1399805,0.1200195,-0.224980507,0.780039,0.2200195,-0.7699805
"4623",0.44,0.11,-0.63,0.15,0.54,0.195,0.7900195,-0.03,-0.52
"4624",0.83,0.56,-0.98,0.54,0.01,-0.115,0.8900195,0.46,-1.21
"4625",0.5150098,-0.1149902,-0.7149902,0.1050098,0.2450098,0.440009766,1.105029,0.5850098,-1.12499
"4627",0.6499902,0.5199902,-0.6500098,0.3599902,0.1899902,-0.355009766,0.7700098,0.8299902,-0.7300098
"4629",-0.04,0.5,0.15,0.09,0.98,0.435,-0.1999805,0.52,-0.12
"4632",0.34,-0.18,-0.7,0.28,-0.07,0.615,1.87002,-0.16,-1.06
"4633",0.58,-0.62,-0.02,0.07,0.19,-0.325,1.28002,0.4,-0.16
"4638",0.175,0.875,-0.325,-0.145,-0.285,-0.37,-0.4049805,-0.235,0.435
"4645",0.91,-0.27,-0.2,0.68,0.22,-0.835,0.1600195,-0.39,0.12
"4658",-1.325,-1.295,0.865,-2.605,-0.765,0.53,1.29502,0.355,0.115
"4664",-0.605,-1.225,1.275,0.305,-1.125,-0.37,-1.41498,-0.915,0.275
"4671",-0.6900098,-1.09001,1.86999,1.10999,-0.8000098,1.574990234,-1.11999,1.45999,-0.4600098
"4672",-0.6850098,0.7949902,1.77499,0.2249902,0.2649902,1.139990234,-0.02499023,-0.4950098,-1.11501
"4675",-1.01,-0.44,0.5,0.81,-0.23,0.395,-0.7199805,0.15,0.36
"4677",-0.5975,-0.3175,0.2025,0.7325,-0.1075,0.0075,-0.4174805,0.0325,0.1225
"4678",-0.435,-0.345,0.705,0.515,-0.155,0.29,0.2250195,0.155,0.135
"4680",-0.765,-0.505,0.625,0.215,-0.005,0.53,-0.06498047,0.005,0.465
"4684",-1.229981,-0.2899805,0.08001949,0.4400195,0.2900195,-0.014980507,-0.189961,-0.2799805,0.5900195
"4685",-0.5875,0.2025,0.7025,0.1725,0.1425,-0.0125,-0.4874805,0.2625,0.2325
"4686",0.67,-0.48,0.36,0.66,0.05,1.035,-0.4499805,0.76,0.12
"4687",-0.7349805,-1.454981,-0.01498051,-0.5649805,0.7150195,1.830019493,-0.884961,-0.3449805,0.2050195
"4689",0.32,-0.69,-0.02,0.08,0.2,0.795,-0.3599805,0.16,-0.49
"4694",-0.14,-0.04,0.43,0.34,0.02,-1.015,-0.2899805,0.35,0.41
"4698",-0.5,0.09,-0.32,-0.03,1.32,3.815,3.46002,-0.08,-0.08
"4709",-0.28,-0.2,0.08,0.1,-0.1,0.745,-0.1299805,-0.65,0.01
"4721",-0.775,-1.845,-0.265,1.075,2.285,-0.54,-1.22498,0.285,0.055
"4725",-0.4699805,0.3400195,1.94931e-05,0.4600195,0.2700195,0.315019493,0.560039,-0.1899805,0.8000195
"4727",0.48,-0.01,0.61,0.89,0.53,2.095,0.3600195,0.65,1.43
"4728",-0.06000977,-0.02000977,-0.3100098,-0.07000977,0.3199902,0.084990234,0.04000977,0.3999902,0.9099902
"4734",-0.2450098,-0.9950098,0.3849902,0.5649902,0.8549902,1.599990234,-0.7649902,1.12499,0.3449902
"4738",0.095,-0.195,-0.895,-0.015,0.225,-0.07,0.4250195,0.285,0.255
"4739",0.01,-0.5,-0.71,0.11,0.75,0.505,0.8300195,0.13,-0.54
"4740",0.41,-0.02,-0.54,-0.3,0.19,0.185,0.3800195,0.98,0.44
"4741",0.535,0.655,-1.065,0.665,1.095,1.51,0.5750195,0.575,0.155
"4744",-0.02000977,0.5099902,-0.8700098,-0.08000977,0.1299902,0.204990234,0.5400098,1.03999,0.7599902
"4749",-0.04,0.69,-0.21,0.3,0.88,0.385,0.2800195,-0.06,0.71
"4750",-0.0575,0.0625,0.3025,-0.0675,0.5525,-0.0025,0.2725195,0.3425,0.1925
"4752",0.015,-0.005,-0.305,-0.125,0.515,-0.14,0.3050195,0.405,0.525
"4761",-0.2299902,-0.9999902,-0.05999023,-0.3099902,-0.03999023,0.215009766,1.220029,0.06000977,0.04000977
"4763",0.015,0.115,-0.605,0.195,-0.455,-0.06,0.2150195,0.305,0.625
"4766",-0.215,0.105,-0.045,-0.005,0.345,0.45,-1.73498,-0.135,0.065
"4769",-0.1,0.21,-0.4,0.53,-0.41,-0.655,0.09001953,-0.29,-0.31
"4772",0.265,-0.075,-1.215,0.155,-0.465,-0.58,0.3850195,-0.115,-0.025
"4774",0.3600195,-0.08998047,0.1200195,0.2300195,0.2700195,-0.254980469,-0.3699609,0.2500195,0.4300195
"4778",-0.005,0.325,0.285,0.115,-0.085,-0.11,-0.2249805,-0.435,-0.255
"4785",-0.3200098,0.2499902,0.05999023,0.2499902,-0.3700098,-0.215009766,0.8500098,-0.4300098,-0.7000098
"4787",0.18,-0.67,0.25,-0.18,0.15,0.805,0.3900195,0.38,0.3
