"","V1","V2","V3","V6","V7"
"6439",0.575,0.03496101,0.315,1.265,0.305
"6441",0.075,0.454961,-0.035,0.345,0.425
"6442",0.145,-0.03503899,1.035,1.375,0.335
"6447",0.6375,2.787461,-0.1825,-0.7025,0.8275
"6460",0.705,0.954961,0.015,0.355,1.375
"6465",0.2425195,0.4124805,-0.2974805,-0.8774805,-0.1274805
"6470",-0.225,-0.475039,-0.115,0.055,-0.045
"6475",-0.34,0.189961,0.26,-0.45,-0.35
"6476",-0.61,0.06996101,0.81,-0.39,-0.15
"6479",0.825,-0.585039,-0.075,-0.355,-0.935
"6482",0.505,-0.09503899,0.155,0.055,-0.465
"6489",0.175,0.574961,0.475,0.355,0.735
"6491",-0.15,-0.400039,0.08,0.93,0.18
"6498",0.35,0.399961,0.13,0.59,0.97
"6499",0.495,0.04496101,1.385,0.345,-0.175
"6500",1.01999,0.9299512,0.6199902,1.66999,-0.1600098
"6501",1.215,0.974961,0.455,1.315,-0.395
"6503",-0.52,-0.880039,-0.42,-0.26,0.3
"6504",-0.235,-0.805039,-0.165,0.135,0.795
"6509",0.015,0.574961,0.095,-0.415,0.575
"6513",-0.465,0.434961,-1.555,-0.235,0.195
"6515",-0.7750098,0.2149512,-0.5250098,-0.2050098,0.7549902
"6517",-0.3500098,0.2799512,-0.03000977,-0.5500098,0.5699902
"6518",0.17,-0.400039,-0.1,0.14,0.64
"6523",0.145,0.08496101,-0.205,-0.225,0.245
"6526",0.26,-3.898621e-05,0.52,-1.734723e-18,0.08
"6531",-0.625,-1.075039,-1.315,-0.805,0.595
"6532",-0.7350098,-1.075049,-0.4650098,-1.14501,0.4149902
"6533",-0.52,-0.210039,0.64,-0.07,-0.92
"6543",-0.04,0.309961,-0.35,-0.67,-0.02
"6545",-0.62,0.259961,-0.05,-1.4,-0.73
"6548",0.2625,-0.807539,0.1925,1.4425,-0.2375
"6552",0.115,0.564961,0.425,-0.045,-0.685
"6555",0.06,0.329961,0.16,0.24,-0.2
"6557",-0.235,0.144961,0.255,0.075,-1.015
"6575",0.3575,0.487461,0.0975,1.7075,0.1975
"6577",0.12,0.519961,0.22,1.75,0.46
"6585",-0.275,0.504961,0.585,0.985,1.035
"6597",0.08,-0.290039,-0.02,0.65,-0.31
"6603",0.69,0.349961,-0.08,0.4,-0.45
"6609",0.41,0.439961,0.35,0.17,-0.63
"6617",0.1800098,0.1099708,-0.6999902,0.8600098,-0.6899902
"6626",0.6225195,0.002480507,-0.2874805,-0.03748051,-0.09748051
"6628",1.435,1.404961,-0.155,-1.155,-0.265
"6652",0.155,0.404961,0.465,0.255,0.305
"6655",1.045019,1.124981,0.7550195,-0.4849805,0.4450195
"6661",0.815,-0.425039,0.685,-0.025,0.015
"6662",-0.3775,-0.307539,0.0625,0.9725,0.8425
"6664",0.06,0.669961,1.36,0.6,-1.54
"6670",0.335,0.524961,-0.295,0.285,0.885
"6671",0.5,0.129961,0.35,0.45,0.58
"6677",0.345,0.184961,0.275,-1.475,-0.925
"6678",0.535,-0.165039,0.395,-0.315,-1.065
"6684",0.445,0.604961,0.455,0.235,1.455
"6690",0.43,0.09996101,-0.31,0.53,-0.62
"6691",-0.19,-0.890039,-0.03,0.25,-1.75
"6698",0.06999023,0.6799512,0.4399902,1.19999,-0.4500098
"6700",0.385,0.114961,-0.375,0.205,-1.945
"6703",0.145,-0.105039,0.365,-0.125,0.785
"6707",0.025,0.144961,1.455,0.095,0.265
"6719",-0.28,-1.140039,0.02,-1.38,-1.66
"6733",-1.145,-2.285039,-0.405,0.645,-1.515
"6736",-0.9549805,-2.565019,-0.4549805,1.605019,0.1150195
"6737",-1.015,-2.005039,-0.225,1.365,1.145
"6738",0.1675,-1.162539,-1.3025,0.5175,0.0575
"6742",-1.155,-0.365039,-0.265,-1.295,-0.485
"6746",-0.3399805,0.1399805,1.140019,-0.3999805,-0.2299805
"6747",2.45,1.349961,0.81,1.62,0.64
"6751",0.4275,-0.09253899,-0.5325,0.7775,0.2275
"6753",-0.1000098,-0.2800488,-0.4500098,0.1499902,0.3699902
"6756",0.3550195,0.8849805,-0.3449805,-0.1449805,0.1950195
"6757",0.415,0.684961,-0.455,-0.185,0.005
"6758",0.5899902,0.9899512,-0.2200098,0.04999023,0.8099902
"6759",0.335,0.484961,0.425,0.855,0.165
"6761",0.8225,0.502461,-0.2175,0.2725,0.5125
"6763",-0.3050098,0.05495125,0.3849902,0.1249902,0.8249902
"6765",-0.045,0.534961,-0.115,1.445,0.455
"6766",-0.3099805,0.02998051,-0.02998051,0.9100195,0.4600195
"6768",0.065,0.434961,0.215,1.595,0.575
"6771",0.205,0.424961,0.375,0.695,-0.385
"6772",0.125,0.354961,0.215,0.455,0.025
"6773",0.495,0.484961,0.225,0.895,-0.005
"6778",0.855,-0.325039,0.065,0.715,0.005
"6781",0.195,0.194961,0.115,0.175,0.415
"6782",1.0225,0.452461,0.4025,1.0725,-0.0375
"6785",1.105,-0.09503899,-0.035,0.245,0.545
"6787",1.495,0.284961,0.075,0.295,0.065
"6788",1.525,0.564961,0.305,0.105,-0.235
"6789",0.5299902,0.4099512,-0.2200098,0.9099902,0.2099902
"6790",0.1049902,0.3349512,-0.1050098,1.56499,0.1449902
"6791",0.24,0.799961,0.01,1,0.08
"6793",0.1,0.479961,0.42,1.19,0.76
"6794",0.015,-0.245039,0.145,0.135,-0.095
"6796",-0.2049805,0.01498051,0.06501949,0.03501949,-0.2149805
"6797",0.1850195,-0.07501949,-0.6449805,-1.294981,-1.244981
"6801",-0.095,0.474961,0.565,0.205,0.215
"6805",-0.13,-0.170039,0.06,0.25,-0.23
"6812",0.59,0.02996101,0.68,0.17,-0.23
"6813",0.335,0.154961,0.715,0.025,-0.025
"6824",-0.175,-0.535039,-0.595,-2.095,-0.495
